year,month,source_location,DETECTED CRIME,negative,neutral,positive,total,neg_ratio
2021,1,South Ayrshire,64,,,,,
2021,1,South Lanarkshire,223,,,,,
2021,1,Stirling,24,,,,,
2021,1,West Dunbartonshire,74,,,,,
2021,1,West Lothian,93,,,,,
2021,1,Na h-Eileanan Siar,10,,,,,
2021,2,Aberdeen City,98,,,,,
2021,2,Aberdeenshire,43,,,,,
2021,2,Angus,31,,,,,
2021,2,Argyll and Bute,24,,,,,
2021,2,Clackmannanshire,20,,,,,
2021,2,Dumfries and Galloway,78,,,,,
2021,2,Dundee City,79,,,,,
2021,2,East Ayrshire,65,,,,,
2021,2,East Dunbartonshire,30,,,,,
2021,2,East Lothian,28,,,,,
2021,2,East Renfrewshire,8,,,,,
2021,2,City of Edinburgh,198,,,,,
2021,2,Falkirk,72,,,,,
2021,2,Fife,188,,,,,
2021,2,Glasgow City,458,,,,,
2021,2,Highland,79,,,,,
2021,2,Inverclyde,47,,,,,
2021,2,Midlothian,40,,,,,
2021,2,Moray,26,,,,,
2021,2,North Ayrshire,86,,,,,
2021,2,North Lanarkshire,258,,,,,
2021,2,Orkney Islands,7,,,,,
2021,2,Perth and Kinross,36,,,,,
2021,2,Renfrewshire,85,,,,,
2021,2,Scottish Borders,58,,,,,
2021,2,Shetland Islands,8,,,,,
2021,2,South Ayrshire,61,,,,,
2021,2,South Lanarkshire,221,,,,,
2021,2,Stirling,33,,,,,
2021,2,West Dunbartonshire,55,,,,,
2021,2,West Lothian,82,,,,,
2021,2,Na h-Eileanan Siar,5,,,,,
2021,3,Aberdeen City,116,,,,,
2021,3,Aberdeenshire,44,,,,,
2021,3,Angus,51,,,,,
2021,3,Argyll and Bute,49,,,,,
2021,3,Clackmannanshire,34,,,,,
2021,3,Dumfries and Galloway,112,,,,,
2021,3,Dundee City,136,,,,,
2021,3,East Ayrshire,81,,,,,
2021,3,East Dunbartonshire,28,,,,,
2021,3,East Lothian,57,,,,,
2021,3,East Renfrewshire,21,,,,,
2021,3,City of Edinburgh,233,,,,,
2021,3,Falkirk,97,,,,,
2021,3,Fife,194,,,,,
2021,3,Glasgow City,532,,,,,
2021,3,Highland,60,,,,,
2021,3,Inverclyde,47,,,,,
2021,3,Midlothian,48,,,,,
2021,3,Moray,38,,,,,
2021,3,North Ayrshire,110,,,,,
2021,3,North Lanarkshire,311,,,,,
2021,3,Orkney Islands,2,,,,,
2021,3,Perth and Kinross,47,,,,,
2021,3,Renfrewshire,96,,,,,
2021,3,Scottish Borders,72,,,,,
2021,3,Shetland Islands,4,,,,,
2021,3,South Ayrshire,56,,,,,
2021,3,South Lanarkshire,232,,,,,
2021,3,Stirling,45,,,,,
2021,3,West Dunbartonshire,75,,,,,
2021,3,West Lothian,101,,,,,
2021,3,Na h-Eileanan Siar,7,,,,,
2021,4,Aberdeen City,99,,,,,
2021,4,Aberdeenshire,60,,,,,
2021,4,Angus,42,,,,,
2021,4,Argyll and Bute,36,,,,,
2021,4,Clackmannanshire,39,,,,,
2021,4,Dumfries and Galloway,100,,,,,
2021,4,Dundee City,132,,,,,
2021,4,East Ayrshire,75,,,,,
2021,4,East Dunbartonshire,41,,,,,
2021,4,East Lothian,51,,,,,
2021,4,East Renfrewshire,27,,,,,
2021,4,City of Edinburgh,241,,,,,
2021,4,Falkirk,117,,,,,
2021,4,Fife,241,,,,,
2021,4,Glasgow City,556,,,,,
2021,4,Highland,89,,,,,
2021,4,Inverclyde,50,,,,,
2021,4,Midlothian,66,,,,,
2021,4,Moray,33,,,,,
2021,4,North Ayrshire,83,,,,,
2021,4,North Lanarkshire,316,,,,,
2021,4,Orkney Islands,5,,,,,
2021,4,Perth and Kinross,60,,,,,
2021,4,Renfrewshire,113,,,,,
2021,4,Scottish Borders,67,,,,,
2021,4,Shetland Islands,3,,,,,
2021,4,South Ayrshire,68,,,,,
2021,4,South Lanarkshire,263,,,,,
2021,4,Stirling,46,,,,,
2021,4,West Dunbartonshire,72,,,,,
2021,4,West Lothian,97,,,,,
2021,4,Na h-Eileanan Siar,8,,,,,
2021,5,Aberdeen City,137,,,,,
2021,5,Aberdeenshire,65,,,,,
2021,5,Angus,43,,,,,
2021,5,Argyll and Bute,47,,,,,
2021,5,Clackmannanshire,43,,,,,
2021,5,Dumfries and Galloway,144,,,,,
2021,5,Dundee City,126,,,,,
2021,5,East Ayrshire,99,,,,,
2021,5,East Dunbartonshire,27,,,,,
2021,5,East Lothian,44,,,,,
2021,5,East Renfrewshire,30,,,,,
2021,5,City of Edinburgh,300,,,,,
2021,5,Falkirk,111,,,,,
2021,5,Fife,246,,,,,
2021,5,Glasgow City,536,,,,,
2021,5,Highland,109,,,,,
2021,5,Inverclyde,58,,,,,
2021,5,Midlothian,62,,,,,
2021,5,Moray,43,,,,,
2021,5,North Ayrshire,105,,,,,
2021,5,North Lanarkshire,272,,,,,
2021,5,Orkney Islands,1,,,,,
2021,5,Perth and Kinross,67,,,,,
2021,5,Renfrewshire,106,,,,,
2021,5,Scottish Borders,62,,,,,
2021,5,Shetland Islands,3,,,,,
2021,5,South Ayrshire,74,,,,,
2021,5,South Lanarkshire,213,,,,,
2021,5,Stirling,69,,,,,
2021,5,West Dunbartonshire,76,,,,,
2021,5,West Lothian,118,,,,,
2021,5,Na h-Eileanan Siar,11,,,,,
2021,6,Aberdeen City,125,,,,,
2021,6,Aberdeenshire,61,,,,,
2021,6,Angus,43,,,,,
2021,6,Argyll and Bute,54,,,,,
2021,6,Clackmannanshire,45,,,,,
2021,6,Dumfries and Galloway,152,,,,,
2021,6,Dundee City,99,,,,,
2021,6,East Ayrshire,97,,,,,
2021,6,East Dunbartonshire,41,,,,,
2021,6,East Lothian,57,,,,,
2021,6,East Renfrewshire,23,,,,,
2021,6,City of Edinburgh,270,,,,,
2021,6,Falkirk,131,,,,,
2021,6,Fife,246,,,,,
2021,6,Glasgow City,558,,,,,
2021,6,Highland,99,,,,,
2021,6,Inverclyde,50,,,,,
2021,6,Midlothian,47,,,,,
2021,6,Moray,34,,,,,
2021,6,North Ayrshire,89,,,,,
2021,6,North Lanarkshire,267,,,,,
2021,6,Orkney Islands,8,,,,,
2021,6,Perth and Kinross,54,,,,,
2021,6,Renfrewshire,111,,,,,
2021,6,Scottish Borders,58,,,,,
2021,6,Shetland Islands,4,,,,,
2021,6,South Ayrshire,78,,,,,
2021,6,South Lanarkshire,235,,,,,
2021,6,Stirling,61,,,,,
2021,6,West Dunbartonshire,82,,,,,
2021,6,West Lothian,117,,,,,
2021,6,Na h-Eileanan Siar,13,,,,,
2021,7,Aberdeen City,117,,,,,
2021,7,Aberdeenshire,56,,,,,
2021,7,Angus,43,,,,,
2021,7,Argyll and Bute,48,,,,,
2021,7,Clackmannanshire,48,,,,,
2021,7,Dumfries and Galloway,169,,,,,
2021,7,Dundee City,100,,,,,
2021,7,East Ayrshire,66,,,,,
2021,7,East Dunbartonshire,38,,,,,
2021,7,East Lothian,54,,,,,
2021,7,East Renfrewshire,28,,,,,
2021,7,City of Edinburgh,223,,,,,
2021,7,Falkirk,127,,,,,
2021,7,Fife,261,,,,,
2021,7,Glasgow City,550,,,,,
2021,7,Highland,103,,,,,
2021,7,Inverclyde,61,,,,,
2021,7,Midlothian,46,,,,,
2021,7,Moray,33,,,,,
2021,7,North Ayrshire,112,,,,,
2021,7,North Lanarkshire,292,,,,,
2021,7,Orkney Islands,9,,,,,
2021,7,Perth and Kinross,48,,,,,
2021,7,Renfrewshire,131,,,,,
2021,7,Scottish Borders,83,,,,,
2021,7,Shetland Islands,5,,,,,
2021,7,South Ayrshire,91,,,,,
2021,7,South Lanarkshire,238,,,,,
2021,7,Stirling,62,,,,,
2021,7,West Dunbartonshire,109,,,,,
2021,7,West Lothian,127,,,,,
2021,7,Na h-Eileanan Siar,20,,,,,
2021,8,Aberdeen City,110,,,,,
2021,8,Aberdeenshire,68,,,,,
2021,8,Angus,45,,,,,
2021,8,Argyll and Bute,74,,,,,
2021,8,Clackmannanshire,36,,,,,
2021,8,Dumfries and Galloway,167,,,,,
2021,8,Dundee City,117,,,,,
2021,8,East Ayrshire,108,,,,,
2021,8,East Dunbartonshire,40,,,,,
2021,8,East Lothian,43,,,,,
2021,8,East Renfrewshire,28,,,,,
2021,8,City of Edinburgh,252,,,,,
2021,8,Falkirk,130,,,,,
2021,8,Fife,222,,,,,
2021,8,Glasgow City,626,,,,,
2021,8,Highland,101,,,,,
2021,8,Inverclyde,48,,,,,
2021,8,Midlothian,53,,,,,
2021,8,Moray,37,,,,,
2021,8,North Ayrshire,130,,,,,
2021,8,North Lanarkshire,271,,,,,
2021,8,Orkney Islands,5,,,,,
2021,8,Perth and Kinross,72,,,,,
2021,8,Renfrewshire,135,,,,,
2021,8,Scottish Borders,50,,,,,
2021,8,Shetland Islands,6,,,,,
2021,8,South Ayrshire,76,,,,,
2021,8,South Lanarkshire,229,,,,,
2021,8,Stirling,73,,,,,
2021,8,West Dunbartonshire,71,,,,,
2021,8,West Lothian,91,,,,,
2021,8,Na h-Eileanan Siar,15,,,,,
2021,9,Aberdeen City,114,,,,,
2021,9,Aberdeenshire,74,,,,,
2021,9,Angus,61,,,,,
2021,9,Argyll and Bute,52,,,,,
2021,9,Clackmannanshire,46,,,,,
2021,9,Dumfries and Galloway,151,,,,,
2021,9,Dundee City,100,,,,,
2021,9,East Ayrshire,87,,,,,
2021,9,East Dunbartonshire,31,,,,,
2021,9,East Lothian,38,,,,,
2021,9,East Renfrewshire,21,,,,,
2021,9,City of Edinburgh,211,,,,,
2021,9,Falkirk,104,,,,,
2021,9,Fife,217,,,,,
2021,9,Glasgow City,581,,,,,
2021,9,Highland,109,,,,,
2021,9,Inverclyde,38,,,,,
2021,9,Midlothian,59,,,,,
2021,9,Moray,47,,,,,
2021,9,North Ayrshire,87,,,,,
2021,9,North Lanarkshire,275,,,,,
2021,9,Orkney Islands,4,,,,,
2021,9,Perth and Kinross,50,,,,,
2021,9,Renfrewshire,115,,,,,
2021,9,Scottish Borders,71,,,,,
2021,9,Shetland Islands,3,,,,,
2021,9,South Ayrshire,70,,,,,
2021,9,South Lanarkshire,238,,,,,
2021,9,Stirling,61,,,,,
2021,9,West Dunbartonshire,83,,,,,
2021,9,West Lothian,83,,,,,
2021,9,Na h-Eileanan Siar,8,,,,,
2021,10,Aberdeen City,124,,,,,
2021,10,Aberdeenshire,62,,,,,
2021,10,Angus,37,,,,,
2021,10,Argyll and Bute,61,,,,,
2021,10,Clackmannanshire,38,,,,,
2021,10,Dumfries and Galloway,150,,,,,
2021,10,Dundee City,92,,,,,
2021,10,East Ayrshire,77,,,,,
2021,10,East Dunbartonshire,27,,,,,
2021,10,East Lothian,39,,,,,
2021,10,East Renfrewshire,18,,,,,
2021,10,City of Edinburgh,240,,,,,
2021,10,Falkirk,110,,,,,
2021,10,Fife,242,,,,,
2021,10,Glasgow City,480,,,,,
2021,10,Highland,120,,,,,
2021,10,Inverclyde,42,,,,,
2021,10,Midlothian,57,,,,,
2021,10,Moray,35,,,,,
2021,10,North Ayrshire,101,,,,,
2021,10,North Lanarkshire,262,,,,,
2021,10,Perth and Kinross,48,,,,,
2021,10,Renfrewshire,95,,,,,
2021,10,Scottish Borders,57,,,,,
2021,10,Shetland Islands,4,,,,,
2021,10,South Ayrshire,60,,,,,
2021,10,South Lanarkshire,218,,,,,
2021,10,Stirling,57,,,,,
2021,10,West Dunbartonshire,82,,,,,
2021,10,West Lothian,88,,,,,
2021,10,Na h-Eileanan Siar,5,,,,,
2021,11,Aberdeen City,103,,,,,
2021,11,Aberdeenshire,45,,,,,
2021,11,Angus,28,,,,,
2021,11,Argyll and Bute,58,,,,,
2021,11,Clackmannanshire,30,,,,,
2021,11,Dumfries and Galloway,135,,,,,
2021,11,Dundee City,85,,,,,
2021,11,East Ayrshire,82,,,,,
2021,11,East Dunbartonshire,29,,,,,
2021,11,East Lothian,38,,,,,
2021,11,East Renfrewshire,16,,,,,
2021,11,City of Edinburgh,181,,,,,
2021,11,Falkirk,89,,,,,
2021,11,Fife,217,,,,,
2021,11,Glasgow City,452,,,,,
2021,11,Highland,87,,,,,
2021,11,Inverclyde,44,,,,,
2021,11,Midlothian,38,,,,,
2021,11,Moray,50,,,,,
2021,11,North Ayrshire,66,,,,,
2021,11,North Lanarkshire,230,,,,,
2021,11,Orkney Islands,5,,,,,
2021,11,Perth and Kinross,55,,,,,
2021,11,Renfrewshire,66,,,,,
2021,11,Scottish Borders,51,,,,,
2021,11,Shetland Islands,6,,,,,
2021,11,South Ayrshire,46,,,,,
2021,11,South Lanarkshire,168,,,,,
2021,11,Stirling,50,,,,,
2021,11,West Dunbartonshire,66,,,,,
2021,11,West Lothian,64,,,,,
2021,11,Na h-Eileanan Siar,5,,,,,
2021,12,Aberdeen City,94,,,,,
2021,12,Aberdeenshire,69,,,,,
2021,12,Angus,30,,,,,
2021,12,Argyll and Bute,46,,,,,
2021,12,Clackmannanshire,26,,,,,
2021,12,Dumfries and Galloway,115,,,,,
2021,12,Dundee City,77,,,,,
2021,12,East Ayrshire,55,,,,,
2021,12,East Dunbartonshire,29,,,,,
2021,12,East Lothian,38,,,,,
2021,12,East Renfrewshire,17,,,,,
2021,12,City of Edinburgh,171,,,,,
2021,12,Falkirk,118,,,,,
2021,12,Fife,207,,,,,
2021,12,Glasgow City,479,,,,,
2021,12,Highland,99,,,,,
2021,12,Inverclyde,31,,,,,
2021,12,Midlothian,39,,,,,
2021,12,Moray,25,,,,,
2021,12,North Ayrshire,70,,,,,
2021,12,North Lanarkshire,211,,,,,
2021,12,Orkney Islands,4,,,,,
2021,12,Perth and Kinross,62,,,,,
2021,12,Renfrewshire,88,,,,,
2021,12,Scottish Borders,46,,,,,
2021,12,Shetland Islands,5,,,,,
2021,12,South Ayrshire,61,,,,,
2021,12,South Lanarkshire,178,,,,,
2021,12,Stirling,50,,,,,
2021,12,West Dunbartonshire,71,,,,,
2021,12,West Lothian,69,,,,,
2021,12,Na h-Eileanan Siar,3,,,,,
2022,1,Aberdeen City,129,,,,,
2022,1,Aberdeenshire,62,,,,,
2022,1,Angus,30,,,,,
2022,1,Argyll and Bute,41,,,,,
2022,1,Clackmannanshire,36,,,,,
2022,1,Dumfries and Galloway,160,,,,,
2022,1,Dundee City,124,,,,,
2022,1,East Ayrshire,82,,,,,
2022,1,East Dunbartonshire,29,,,,,
2022,1,East Lothian,58,,,,,
2022,1,East Renfrewshire,29,,,,,
2022,1,City of Edinburgh,216,,,,,
2022,1,Falkirk,97,,,,,
2022,1,Fife,205,,,,,
2022,1,Glasgow City,548,,,,,
2022,1,Highland,86,,,,,
2022,1,Inverclyde,36,,,,,
2022,1,Midlothian,41,,,,,
2022,1,Moray,45,,,,,
2022,1,North Ayrshire,81,,,,,
2022,1,North Lanarkshire,271,,,,,
2022,1,Orkney Islands,3,,,,,
2022,1,Perth and Kinross,49,,,,,
2022,1,Renfrewshire,105,,,,,
2022,1,Scottish Borders,69,,,,,
2022,1,Shetland Islands,2,,,,,
2022,1,South Ayrshire,56,,,,,
2022,1,South Lanarkshire,209,,,,,
2022,1,Stirling,49,,,,,
2022,1,West Dunbartonshire,91,,,,,
2022,1,West Lothian,81,,,,,
2022,1,Na h-Eileanan Siar,7,,,,,
2022,2,Aberdeen City,99,,,,,
2022,2,Aberdeenshire,45,,,,,
2022,2,Angus,21,,,,,
2022,2,Argyll and Bute,37,,,,,
2022,2,Clackmannanshire,33,,,,,
2022,2,Dumfries and Galloway,104,,,,,
2022,2,Dundee City,93,,,,,
2022,2,East Ayrshire,81,,,,,
2022,2,East Dunbartonshire,24,,,,,
2022,2,East Lothian,40,,,,,
2022,2,East Renfrewshire,13,,,,,
2022,2,City of Edinburgh,189,,,,,
2022,2,Falkirk,84,,,,,
2022,2,Fife,181,,,,,
2022,2,Glasgow City,496,,,,,
2022,2,Highland,81,,,,,
2022,2,Inverclyde,42,,,,,
2022,2,Midlothian,26,,,,,
2022,2,Moray,36,,,,,
2022,2,North Ayrshire,83,,,,,
2022,2,North Lanarkshire,232,,,,,
2022,2,Orkney Islands,3,,,,,
2022,2,Perth and Kinross,42,,,,,
2022,2,Renfrewshire,92,,,,,
2022,2,Scottish Borders,49,,,,,
2022,2,Shetland Islands,2,,,,,
2022,2,South Ayrshire,45,,,,,
2022,2,South Lanarkshire,181,,,,,
2022,2,Stirling,39,,,,,
2022,2,West Dunbartonshire,51,,,,,
2022,2,West Lothian,69,,,,,
2022,2,Na h-Eileanan Siar,5,,,,,
2022,3,Aberdeen City,98,,,,,
2022,3,Aberdeenshire,56,,,,,
2022,3,Angus,25,,,,,
2022,3,Argyll and Bute,49,,,,,
2022,3,Clackmannanshire,43,,,,,
2022,3,Dumfries and Galloway,130,,,,,
2022,3,Dundee City,90,,,,,
2022,3,East Ayrshire,78,,,,,
2022,3,East Dunbartonshire,17,,,,,
2022,3,East Lothian,38,,,,,
2022,3,East Renfrewshire,14,,,,,
2022,3,City of Edinburgh,185,,,,,
2022,3,Falkirk,88,,,,,
2022,3,Fife,217,,,,,
2022,3,Glasgow City,469,,,,,
2022,3,Highland,83,,,,,
2022,3,Inverclyde,43,,,,,
2022,3,Midlothian,22,,,,,
2022,3,Moray,43,,,,,
2022,3,North Ayrshire,78,,,,,
2022,3,North Lanarkshire,221,,,,,
2022,3,Orkney Islands,6,,,,,
2022,3,Perth and Kinross,46,,,,,
2022,3,Renfrewshire,79,,,,,
2022,3,Scottish Borders,53,,,,,
2022,3,Shetland Islands,11,,,,,
2022,3,South Ayrshire,56,,,,,
2022,3,South Lanarkshire,189,,,,,
2022,3,Stirling,45,,,,,
2022,3,West Dunbartonshire,66,,,,,
2022,3,West Lothian,73,,,,,
2022,3,Na h-Eileanan Siar,6,,,,,
2022,4,Aberdeen City,101,,,,,
2022,4,Aberdeenshire,49,,,,,
2022,4,Angus,35,,,,,
2022,4,Argyll and Bute,46,,,,,
2022,4,Clackmannanshire,29,,,,,
2022,4,Dumfries and Galloway,100,,,,,
2022,4,Dundee City,94,,,,,
2022,4,East Ayrshire,66,,,,,
2022,4,East Dunbartonshire,29,,,,,
2022,4,East Lothian,52,,,,,
2022,4,East Renfrewshire,29,,,,,
2022,4,City of Edinburgh,217,,,,,
2022,4,Falkirk,91,,,,,
2022,4,Fife,245,,,,,
2022,4,Glasgow City,581,,,,,
2022,4,Highland,99,,,,,
2022,4,Inverclyde,50,,,,,
2022,4,Midlothian,33,,,,,
2022,4,Moray,34,,,,,
2022,4,North Ayrshire,91,,,,,
2022,4,North Lanarkshire,225,,,,,
2022,4,Perth and Kinross,43,,,,,
2022,4,Renfrewshire,99,,,,,
2022,4,Scottish Borders,61,,,,,
2022,4,Shetland Islands,8,,,,,
2022,4,South Ayrshire,79,,,,,
2022,4,South Lanarkshire,230,,,,,
2022,4,Stirling,42,,,,,
2022,4,West Dunbartonshire,99,,,,,
2022,4,West Lothian,87,,,,,
2022,4,Na h-Eileanan Siar,6,,,,,
2022,5,Aberdeen City,111,,,,,
2022,5,Aberdeenshire,64,,,,,
2022,5,Angus,29,,,,,
2022,5,Argyll and Bute,54,,,,,
2022,5,Clackmannanshire,30,,,,,
2022,5,Dumfries and Galloway,133,,,,,
2022,5,Dundee City,91,,,,,
2022,5,East Ayrshire,86,,,,,
2022,5,East Dunbartonshire,23,,,,,
2022,5,East Lothian,44,,,,,
2022,5,East Renfrewshire,21,,,,,
2022,5,City of Edinburgh,219,,,,,
2022,5,Falkirk,91,,,,,
2022,5,Fife,233,,,,,
2022,5,Glasgow City,606,,,,,
2022,5,Highland,101,,,,,
2022,5,Inverclyde,57,,,,,
2022,5,Midlothian,37,,,,,
2022,5,Moray,41,,,,,
2022,5,North Ayrshire,84,,,,,
2022,5,North Lanarkshire,243,,,,,
2022,5,Orkney Islands,3,,,,,
2022,5,Perth and Kinross,63,,,,,
2022,5,Renfrewshire,101,,,,,
2022,5,Scottish Borders,47,,,,,
2022,5,Shetland Islands,9,,,,,
2022,5,South Ayrshire,65,,,,,
2022,5,South Lanarkshire,206,,,,,
2022,5,Stirling,55,,,,,
2022,5,West Dunbartonshire,84,,,,,
2022,5,West Lothian,80,,,,,
2022,5,Na h-Eileanan Siar,9,,,,,
2022,6,Aberdeen City,86,,,,,
2022,6,Aberdeenshire,65,,,,,
2022,6,Angus,41,,,,,
2022,6,Argyll and Bute,52,,,,,
2022,6,Clackmannanshire,38,,,,,
2022,6,Dumfries and Galloway,157,,,,,
2022,6,Dundee City,80,,,,,
2022,6,East Ayrshire,77,,,,,
2022,6,East Dunbartonshire,25,,,,,
2022,6,East Lothian,43,,,,,
2022,6,East Renfrewshire,17,,,,,
2022,6,City of Edinburgh,219,,,,,
2022,6,Falkirk,98,,,,,
2022,6,Fife,252,,,,,
2022,6,Glasgow City,518,,,,,
2022,6,Highland,115,,,,,
2022,6,Inverclyde,41,,,,,
2022,6,Midlothian,45,,,,,
2022,6,Moray,39,,,,,
2022,6,North Ayrshire,91,,,,,
2022,6,North Lanarkshire,230,,,,,
2022,6,Orkney Islands,2,,,,,
2022,6,Perth and Kinross,46,,,,,
2022,6,Renfrewshire,91,,,,,
2022,6,Scottish Borders,44,,,,,
2022,6,Shetland Islands,3,,,,,
2022,6,South Ayrshire,60,,,,,
2022,6,South Lanarkshire,187,,,,,
2022,6,Stirling,52,,,,,
2022,6,West Dunbartonshire,74,,,,,
2022,6,West Lothian,101,,,,,
2022,6,Na h-Eileanan Siar,8,,,,,
2022,7,Aberdeen City,101,,,,,
2022,7,Aberdeenshire,76,,,,,
2022,7,Angus,45,,,,,
2022,7,Argyll and Bute,62,,,,,
2022,7,Clackmannanshire,26,,,,,
2022,7,Dumfries and Galloway,126,,,,,
2022,7,Dundee City,72,,,,,
2022,7,East Ayrshire,68,,,,,
2022,7,East Dunbartonshire,27,,,,,
2022,7,East Lothian,43,,,,,
2022,7,East Renfrewshire,19,,,,,
2022,7,City of Edinburgh,218,,,,,
2022,7,Falkirk,88,,,,,
2022,7,Fife,247,,,,,
2022,7,Glasgow City,538,2.0,1.0,0.0,3.0,0.6666666666666666
2022,7,Highland,101,,,,,
2022,7,Inverclyde,42,,,,,
2022,7,Midlothian,31,,,,,
2022,7,Moray,47,,,,,
2022,7,North Ayrshire,101,,,,,
2022,7,North Lanarkshire,258,,,,,
2022,7,Orkney Islands,2,,,,,
2022,7,Perth and Kinross,59,,,,,
2022,7,Renfrewshire,78,,,,,
2022,7,Scottish Borders,51,,,,,
2022,7,Shetland Islands,7,,,,,
2022,7,South Ayrshire,62,,,,,
2022,7,South Lanarkshire,193,,,,,
2022,7,Stirling,36,,,,,
2022,7,West Dunbartonshire,78,,,,,
2022,7,West Lothian,80,,,,,
2022,7,Na h-Eileanan Siar,10,,,,,
2022,8,Aberdeen City,86,,,,,
2022,8,Aberdeenshire,60,,,,,
2022,8,Angus,36,,,,,
2022,8,Argyll and Bute,62,,,,,
2022,8,Clackmannanshire,43,,,,,
2022,8,Dumfries and Galloway,174,,,,,
2022,8,Dundee City,85,,,,,
2022,8,East Ayrshire,78,,,,,
2022,8,East Dunbartonshire,26,,,,,
2022,8,East Lothian,48,,,,,
2022,8,East Renfrewshire,19,,,,,
2022,8,City of Edinburgh,224,,,,,
2022,8,Falkirk,102,,,,,
2022,8,Fife,233,,,,,
2022,8,Glasgow City,593,,,,,
2022,8,Highland,114,,,,,
2022,8,Inverclyde,53,,,,,
2022,8,Midlothian,47,,,,,
2022,8,Moray,31,,,,,
2022,8,North Ayrshire,94,,,,,
2022,8,North Lanarkshire,275,,,,,
2022,8,Orkney Islands,5,,,,,
2022,8,Perth and Kinross,63,,,,,
2022,8,Renfrewshire,98,,,,,
2022,8,Scottish Borders,87,,,,,
2022,8,Shetland Islands,10,,,,,
2022,8,South Ayrshire,80,,,,,
2022,8,South Lanarkshire,213,,,,,
2022,8,Stirling,48,,,,,
2022,8,West Dunbartonshire,87,,,,,
2022,8,West Lothian,86,,,,,
2022,8,Na h-Eileanan Siar,14,,,,,
2022,9,Aberdeen City,104,,,,,
2022,9,Aberdeenshire,45,,,,,
2022,9,Angus,39,,,,,
2022,9,Argyll and Bute,54,,,,,
2022,9,Clackmannanshire,20,,,,,
2022,9,Dumfries and Galloway,150,,,,,
2022,9,Dundee City,81,,,,,
2022,9,East Ayrshire,78,,,,,
2022,9,East Dunbartonshire,23,,,,,
2022,9,East Lothian,40,,,,,
2022,9,East Renfrewshire,17,,,,,
2022,9,City of Edinburgh,186,,,,,
2022,9,Falkirk,88,,,,,
2022,9,Fife,243,,,,,
2022,9,Glasgow City,529,,,,,
2022,9,Highland,91,,,,,
2022,9,Inverclyde,37,,,,,
2022,9,Midlothian,38,,,,,
2022,9,Moray,33,,,,,
2022,9,North Ayrshire,79,,,,,
2022,9,North Lanarkshire,280,,,,,
2022,9,Orkney Islands,5,,,,,
2022,9,Perth and Kinross,51,,,,,
2022,9,Renfrewshire,89,,,,,
2022,9,Scottish Borders,59,,,,,
2022,9,Shetland Islands,8,,,,,
2022,9,South Ayrshire,75,,,,,
2022,9,South Lanarkshire,186,,,,,
2022,9,Stirling,48,,,,,
2022,9,West Dunbartonshire,75,,,,,
2022,9,West Lothian,67,,,,,
2022,9,Na h-Eileanan Siar,7,,,,,
2022,10,Aberdeen City,83,,,,,
2022,10,Aberdeenshire,71,,,,,
2022,10,Angus,38,,,,,
2022,10,Argyll and Bute,55,,,,,
2022,10,Clackmannanshire,39,,,,,
2022,10,Dumfries and Galloway,166,,,,,
2022,10,Dundee City,104,,,,,
2022,10,East Ayrshire,72,,,,,
2022,10,East Dunbartonshire,25,,,,,
2022,10,East Lothian,29,,,,,
2022,10,East Renfrewshire,21,,,,,
2022,10,City of Edinburgh,179,,,,,
2022,10,Falkirk,80,,,,,
2022,10,Fife,246,,,,,
2022,10,Glasgow City,405,,,,,
2022,10,Highland,90,,,,,
2022,10,Inverclyde,32,,,,,
2022,10,Midlothian,37,,,,,
2022,10,Moray,33,,,,,
2022,10,North Ayrshire,62,,,,,
2022,10,North Lanarkshire,208,,,,,
2022,10,Orkney Islands,4,,,,,
2022,10,Perth and Kinross,53,,,,,
2022,10,Renfrewshire,69,,,,,
2022,10,Scottish Borders,49,,,,,
2022,10,Shetland Islands,8,,,,,
2022,10,South Ayrshire,59,,,,,
2022,10,South Lanarkshire,179,,,,,
2022,10,Stirling,39,,,,,
2022,10,West Dunbartonshire,69,,,,,
2022,10,West Lothian,79,,,,,
2022,10,Na h-Eileanan Siar,4,,,,,
2022,11,Aberdeen City,100,,,,,
2022,11,Aberdeenshire,52,,,,,
2022,11,Angus,38,,,,,
2022,11,Argyll and Bute,48,,,,,
2022,11,Clackmannanshire,31,,,,,
2022,11,Dumfries and Galloway,137,,,,,
2022,11,Dundee City,82,,,,,
2022,11,East Ayrshire,68,,,,,
2022,11,East Dunbartonshire,25,,,,,
2022,11,East Lothian,32,,,,,
2022,11,East Renfrewshire,25,,,,,
2022,11,City of Edinburgh,199,,,,,
2022,11,Falkirk,95,,,,,
2022,11,Fife,205,,,,,
2022,11,Glasgow City,450,,,,,
2022,11,Highland,94,,,,,
2022,11,Inverclyde,39,,,,,
2022,11,Midlothian,40,,,,,
2022,11,Moray,35,,,,,
2022,11,North Ayrshire,99,,,,,
2022,11,North Lanarkshire,229,,,,,
2022,11,Orkney Islands,6,,,,,
2022,11,Perth and Kinross,56,,,,,
2022,11,Renfrewshire,102,,,,,
2022,11,Scottish Borders,48,,,,,
2022,11,Shetland Islands,4,,,,,
2022,11,South Ayrshire,88,,,,,
2022,11,South Lanarkshire,190,,,,,
2022,11,Stirling,57,,,,,
2022,11,West Dunbartonshire,81,,,,,
2022,11,West Lothian,84,,,,,
2022,11,Na h-Eileanan Siar,9,,,,,
2022,12,Aberdeen City,78,,,,,
