year,month,source_location,DETECTED CRIME,negative,neutral,positive,total,neg_ratio
2022,12,Aberdeenshire,45,,,,,
2022,12,Angus,39,,,,,
2022,12,Argyll and Bute,40,,,,,
2022,12,Clackmannanshire,26,,,,,
2022,12,Dumfries and Galloway,121,,,,,
2022,12,Dundee City,101,,,,,
2022,12,East Ayrshire,64,,,,,
2022,12,East Dunbartonshire,33,,,,,
2022,12,East Lothian,30,,,,,
2022,12,East Renfrewshire,25,,,,,
2022,12,City of Edinburgh,199,6.0,0.0,2.0,8.0,0.75
2022,12,Falkirk,70,,,,,
2022,12,Fife,209,1.0,0.0,0.0,1.0,1.0
2022,12,Glasgow City,478,0.0,1.0,0.0,1.0,0.0
2022,12,Highland,96,,,,,
2022,12,Inverclyde,36,,,,,
2022,12,Midlothian,35,,,,,
2022,12,Moray,36,,,,,
2022,12,North Ayrshire,95,,,,,
2022,12,North Lanarkshire,220,,,,,
2022,12,Orkney Islands,4,,,,,
2022,12,Perth and Kinross,42,,,,,
2022,12,Renfrewshire,76,,,,,
2022,12,Scottish Borders,45,,,,,
2022,12,Shetland Islands,5,,,,,
2022,12,South Ayrshire,60,,,,,
2022,12,South Lanarkshire,177,,,,,
2022,12,Stirling,52,,,,,
2022,12,West Dunbartonshire,43,,,,,
2022,12,West Lothian,74,,,,,
2022,12,Na h-Eileanan Siar,2,,,,,
2023,1,Aberdeen City,79,,,,,
2023,1,Aberdeenshire,64,,,,,
2023,1,Angus,35,,,,,
2023,1,Argyll and Bute,35,,,,,
2023,1,Clackmannanshire,23,,,,,
2023,1,Dumfries and Galloway,107,,,,,
2023,1,Dundee City,94,,,,,
2023,1,East Ayrshire,87,,,,,
2023,1,East Dunbartonshire,24,,,,,
2023,1,East Lothian,30,,,,,
2023,1,East Renfrewshire,26,,,,,
2023,1,City of Edinburgh,181,,,,,
2023,1,Falkirk,82,,,,,
2023,1,Fife,193,,,,,
2023,1,Glasgow City,439,,,,,
2023,1,Highland,98,,,,,
2023,1,Inverclyde,43,,,,,
2023,1,Midlothian,38,,,,,
2023,1,Moray,32,,,,,
2023,1,North Ayrshire,73,,,,,
2023,1,North Lanarkshire,253,,,,,
2023,1,Orkney Islands,3,,,,,
2023,1,Perth and Kinross,43,,,,,
2023,1,Renfrewshire,79,,,,,
2023,1,Scottish Borders,46,,,,,
2023,1,Shetland Islands,8,,,,,
2023,1,South Ayrshire,70,,,,,
2023,1,South Lanarkshire,217,,,,,
2023,1,Stirling,38,,,,,
2023,1,West Dunbartonshire,62,,,,,
2023,1,West Lothian,79,,,,,
2023,1,Na h-Eileanan Siar,10,,,,,
2023,2,Aberdeen City,71,,,,,
2023,2,Aberdeenshire,67,,,,,
2023,2,Angus,46,,,,,
2023,2,Argyll and Bute,61,,,,,
2023,2,Clackmannanshire,26,,,,,
2023,2,Dumfries and Galloway,124,,,,,
2023,2,Dundee City,77,,,,,
2023,2,East Ayrshire,74,,,,,
2023,2,East Dunbartonshire,28,,,,,
2023,2,East Lothian,29,,,,,
2023,2,East Renfrewshire,13,,,,,
2023,2,City of Edinburgh,168,,,,,
2023,2,Falkirk,73,,,,,
2023,2,Fife,169,,,,,
2023,2,Glasgow City,493,,,,,
2023,2,Highland,99,,,,,
2023,2,Inverclyde,27,,,,,
2023,2,Midlothian,29,,,,,
2023,2,Moray,21,,,,,
2023,2,North Ayrshire,56,,,,,
2023,2,North Lanarkshire,202,,,,,
2023,2,Orkney Islands,2,,,,,
2023,2,Perth and Kinross,46,,,,,
2023,2,Renfrewshire,81,,,,,
2023,2,Scottish Borders,42,,,,,
2023,2,Shetland Islands,2,,,,,
2023,2,South Ayrshire,46,,,,,
2023,2,South Lanarkshire,167,,,,,
2023,2,Stirling,35,,,,,
2023,2,West Dunbartonshire,51,,,,,
2023,2,West Lothian,76,,,,,
2023,2,Na h-Eileanan Siar,6,,,,,
2023,3,Aberdeen City,86,,,,,
2023,3,Aberdeenshire,44,,,,,
2023,3,Angus,30,,,,,
2023,3,Argyll and Bute,52,,,,,
2023,3,Clackmannanshire,27,,,,,
2023,3,Dumfries and Galloway,96,,,,,
2023,3,Dundee City,93,,,,,
2023,3,East Ayrshire,91,,,,,
2023,3,East Dunbartonshire,30,,,,,
2023,3,East Lothian,32,,,,,
2023,3,East Renfrewshire,18,,,,,
2023,3,City of Edinburgh,191,,,,,
2023,3,Falkirk,85,,,,,
2023,3,Fife,163,,,,,
2023,3,Glasgow City,477,,,,,
2023,3,Highland,91,,,,,
2023,3,Inverclyde,28,,,,,
2023,3,Midlothian,33,,,,,
2023,3,Moray,35,,,,,
2023,3,North Ayrshire,89,,,,,
2023,3,North Lanarkshire,226,,,,,
2023,3,Orkney Islands,3,,,,,
2023,3,Perth and Kinross,37,,,,,
2023,3,Renfrewshire,78,,,,,
2023,3,Scottish Borders,47,,,,,
2023,3,Shetland Islands,8,,,,,
2023,3,South Ayrshire,87,,,,,
2023,3,South Lanarkshire,191,,,,,
2023,3,Stirling,57,,,,,
2023,3,West Dunbartonshire,65,,,,,
2023,3,West Lothian,83,,,,,
2023,3,Na h-Eileanan Siar,8,,,,,
2023,4,Aberdeen City,89,,,,,
2023,4,Aberdeenshire,49,,,,,
2023,4,Angus,24,,,,,
2023,4,Argyll and Bute,44,,,,,
2023,4,Clackmannanshire,34,,,,,
2023,4,Dumfries and Galloway,128,,,,,
2023,4,Dundee City,76,,,,,
2023,4,East Ayrshire,71,,,,,
2023,4,East Dunbartonshire,25,,,,,
2023,4,East Lothian,37,,,,,
2023,4,East Renfrewshire,20,,,,,
2023,4,City of Edinburgh,138,,,,,
2023,4,Falkirk,98,,,,,
2023,4,Fife,179,,,,,
2023,4,Glasgow City,529,,,,,
2023,4,Highland,118,,,,,
2023,4,Inverclyde,34,,,,,
2023,4,Midlothian,56,,,,,
2023,4,Moray,23,,,,,
2023,4,North Ayrshire,87,,,,,
2023,4,North Lanarkshire,251,,,,,
2023,4,Orkney Islands,5,,,,,
2023,4,Perth and Kinross,56,,,,,
2023,4,Renfrewshire,85,,,,,
2023,4,Scottish Borders,40,,,,,
2023,4,Shetland Islands,3,,,,,
2023,4,South Ayrshire,88,,,,,
2023,4,South Lanarkshire,209,,,,,
2023,4,Stirling,42,,,,,
2023,4,West Dunbartonshire,75,,,,,
2023,4,West Lothian,67,,,,,
2023,4,Na h-Eileanan Siar,8,,,,,
2023,5,Aberdeen City,89,,,,,
2023,5,Aberdeenshire,70,,,,,
2023,5,Angus,32,,,,,
2023,5,Argyll and Bute,59,,,,,
2023,5,Clackmannanshire,31,,,,,
2023,5,Dumfries and Galloway,138,,,,,
2023,5,Dundee City,80,,,,,
2023,5,East Ayrshire,83,,,,,
2023,5,East Dunbartonshire,19,,,,,
2023,5,East Lothian,53,,,,,
2023,5,East Renfrewshire,23,,,,,
2023,5,City of Edinburgh,156,,,,,
2023,5,Falkirk,114,,,,,
2023,5,Fife,245,0.0,1.0,0.0,1.0,0.0
2023,5,Glasgow City,528,,,,,
2023,5,Highland,98,,,,,
2023,5,Inverclyde,56,,,,,
2023,5,Midlothian,33,,,,,
2023,5,Moray,35,,,,,
2023,5,North Ayrshire,96,,,,,
2023,5,North Lanarkshire,247,,,,,
2023,5,Orkney Islands,3,,,,,
2023,5,Perth and Kinross,38,1.0,0.0,2.0,3.0,0.3333333333333333
2023,5,Renfrewshire,96,,,,,
2023,5,Scottish Borders,61,,,,,
2023,5,Shetland Islands,4,,,,,
2023,5,South Ayrshire,70,,,,,
2023,5,South Lanarkshire,239,,,,,
2023,5,Stirling,50,,,,,
2023,5,West Dunbartonshire,82,,,,,
2023,5,West Lothian,107,,,,,
2023,5,Na h-Eileanan Siar,5,,,,,
2023,6,Aberdeen City,95,,,,,
2023,6,Aberdeenshire,56,,,,,
2023,6,Angus,41,,,,,
2023,6,Argyll and Bute,74,,,,,
2023,6,Clackmannanshire,40,,,,,
2023,6,Dumfries and Galloway,129,,,,,
2023,6,Dundee City,104,,,,,
2023,6,East Ayrshire,99,,,,,
2023,6,East Dunbartonshire,27,,,,,
2023,6,East Lothian,49,,,,,
2023,6,East Renfrewshire,23,,,,,
2023,6,City of Edinburgh,195,,,,,
2023,6,Falkirk,77,,,,,
2023,6,Fife,205,,,,,
2023,6,Glasgow City,547,,,,,
2023,6,Highland,89,,,,,
2023,6,Inverclyde,40,,,,,
2023,6,Midlothian,34,,,,,
2023,6,Moray,43,,,,,
2023,6,North Ayrshire,96,,,,,
2023,6,North Lanarkshire,296,,,,,
2023,6,Orkney Islands,5,,,,,
2023,6,Perth and Kinross,71,,,,,
2023,6,Renfrewshire,92,,,,,
2023,6,Scottish Borders,62,,,,,
2023,6,Shetland Islands,2,,,,,
2023,6,South Ayrshire,94,,,,,
2023,6,South Lanarkshire,228,,,,,
2023,6,Stirling,51,,,,,
2023,6,West Dunbartonshire,108,,,,,
2023,6,West Lothian,81,,,,,
2023,6,Na h-Eileanan Siar,5,,,,,
2023,7,Aberdeen City,91,,,,,
2023,7,Aberdeenshire,51,,,,,
2023,7,Angus,56,,,,,
2023,7,Argyll and Bute,72,,,,,
2023,7,Clackmannanshire,28,,,,,
2023,7,Dumfries and Galloway,118,,,,,
2023,7,Dundee City,97,,,,,
2023,7,East Ayrshire,75,,,,,
2023,7,East Dunbartonshire,23,,,,,
2023,7,East Lothian,38,,,,,
2023,7,East Renfrewshire,26,,,,,
2023,7,City of Edinburgh,249,,,,,
2023,7,Falkirk,84,,,,,
2023,7,Fife,231,,,,,
2023,7,Glasgow City,532,,,,,
2023,7,Highland,117,,,,,
2023,7,Inverclyde,40,,,,,
2023,7,Midlothian,44,,,,,
2023,7,Moray,42,,,,,
2023,7,North Ayrshire,113,,,,,
2023,7,North Lanarkshire,252,,,,,
2023,7,Orkney Islands,3,,,,,
2023,7,Perth and Kinross,57,,,,,
2023,7,Renfrewshire,95,,,,,
2023,7,Scottish Borders,62,,,,,
2023,7,Shetland Islands,5,,,,,
2023,7,South Ayrshire,79,,,,,
2023,7,South Lanarkshire,198,,,,,
2023,7,Stirling,51,,,,,
2023,7,West Dunbartonshire,82,,,,,
2023,7,West Lothian,93,,,,,
2023,7,Na h-Eileanan Siar,5,,,,,
2023,8,Aberdeen City,120,,,,,
2023,8,Aberdeenshire,44,,,,,
2023,8,Angus,51,,,,,
2023,8,Argyll and Bute,65,,,,,
2023,8,Clackmannanshire,31,,,,,
2023,8,Dumfries and Galloway,132,,,,,
2023,8,Dundee City,96,,,,,
2023,8,East Ayrshire,99,,,,,
2023,8,East Dunbartonshire,34,,,,,
2023,8,East Lothian,39,,,,,
2023,8,East Renfrewshire,14,,,,,
2023,8,City of Edinburgh,247,,,,,
2023,8,Falkirk,103,,,,,
2023,8,Fife,197,,,,,
2023,8,Glasgow City,480,,,,,
2023,8,Highland,132,,,,,
2023,8,Inverclyde,42,,,,,
2023,8,Midlothian,33,,,,,
2023,8,Moray,30,,,,,
2023,8,North Ayrshire,101,,,,,
2023,8,North Lanarkshire,230,,,,,
2023,8,Orkney Islands,5,,,,,
2023,8,Perth and Kinross,48,,,,,
2023,8,Renfrewshire,102,,,,,
2023,8,Scottish Borders,59,,,,,
2023,8,Shetland Islands,7,,,,,
2023,8,South Ayrshire,80,,,,,
2023,8,South Lanarkshire,186,,,,,
2023,8,Stirling,48,,,,,
2023,8,West Dunbartonshire,82,,,,,
2023,8,West Lothian,82,,,,,
2023,8,Na h-Eileanan Siar,3,,,,,
2023,9,Aberdeen City,80,,,,,
2023,9,Aberdeenshire,43,,,,,
2023,9,Angus,41,,,,,
2023,9,Argyll and Bute,70,0.0,0.0,1.0,1.0,0.0
2023,9,Clackmannanshire,32,,,,,
2023,9,Dumfries and Galloway,97,,,,,
2023,9,Dundee City,88,1.0,0.0,0.0,1.0,1.0
2023,9,East Ayrshire,101,,,,,
2023,9,East Dunbartonshire,17,,,,,
2023,9,East Lothian,50,,,,,
2023,9,East Renfrewshire,12,,,,,
2023,9,City of Edinburgh,224,0.0,1.0,0.0,1.0,0.0
2023,9,Falkirk,112,,,,,
2023,9,Fife,199,,,,,
2023,9,Glasgow City,479,0.0,1.0,0.0,1.0,0.0
2023,9,Highland,100,,,,,
2023,9,Inverclyde,39,,,,,
2023,9,Midlothian,40,,,,,
2023,9,Moray,31,,,,,
2023,9,North Ayrshire,103,,,,,
2023,9,North Lanarkshire,218,,,,,
2023,9,Orkney Islands,2,,,,,
2023,9,Perth and Kinross,54,,,,,
2023,9,Renfrewshire,92,,,,,
2023,9,Scottish Borders,62,,,,,
2023,9,Shetland Islands,1,,,,,
2023,9,South Ayrshire,77,,,,,
2023,9,South Lanarkshire,178,,,,,
2023,9,Stirling,47,,,,,
2023,9,West Dunbartonshire,66,,,,,
2023,9,West Lothian,90,,,,,
2023,9,Na h-Eileanan Siar,8,,,,,
2023,10,Aberdeen City,109,7.0,3.0,0.0,10.0,0.7
2023,10,Aberdeenshire,48,,,,,
2023,10,Angus,31,,,,,
2023,10,Argyll and Bute,75,,,,,
2023,10,Clackmannanshire,31,,,,,
2023,10,Dumfries and Galloway,89,,,,,
2023,10,Dundee City,83,,,,,
2023,10,East Ayrshire,87,,,,,
2023,10,East Dunbartonshire,19,,,,,
2023,10,East Lothian,45,,,,,
2023,10,East Renfrewshire,28,1.0,0.0,0.0,1.0,1.0
2023,10,City of Edinburgh,213,5.0,3.0,0.0,8.0,0.625
2023,10,Falkirk,85,1.0,0.0,0.0,1.0,1.0
2023,10,Fife,166,1.0,1.0,0.0,2.0,0.5
2023,10,Glasgow City,548,19.0,9.0,2.0,30.0,0.6333333333333333
2023,10,Highland,102,0.0,0.0,1.0,1.0,0.0
2023,10,Inverclyde,56,,,,,
2023,10,Midlothian,29,,,,,
2023,10,Moray,45,,,,,
2023,10,North Ayrshire,82,,,,,
2023,10,North Lanarkshire,232,,,,,
2023,10,Orkney Islands,5,,,,,
2023,10,Perth and Kinross,53,,,,,
2023,10,Renfrewshire,86,3.0,2.0,0.0,5.0,0.6
2023,10,Scottish Borders,58,,,,,
2023,10,Shetland Islands,2,,,,,
2023,10,South Ayrshire,80,,,,,
2023,10,South Lanarkshire,251,1.0,0.0,0.0,1.0,1.0
2023,10,Stirling,38,,,,,
2023,10,West Dunbartonshire,69,,,,,
2023,10,West Lothian,72,,,,,
2023,10,Na h-Eileanan Siar,2,,,,,
2023,11,Aberdeen City,85,,,,,
2023,11,Aberdeenshire,45,0.0,0.0,1.0,1.0,0.0
2023,11,Angus,31,,,,,
2023,11,Argyll and Bute,53,,,,,
2023,11,Clackmannanshire,30,,,,,
2023,11,Dumfries and Galloway,116,,,,,
2023,11,Dundee City,85,,,,,
2023,11,East Ayrshire,89,,,,,
2023,11,East Dunbartonshire,19,,,,,
2023,11,East Lothian,33,,,,,
2023,11,East Renfrewshire,23,,,,,
2023,11,City of Edinburgh,198,0.0,0.0,2.0,2.0,0.0
2023,11,Falkirk,74,,,,,
2023,11,Fife,194,,,,,
2023,11,Glasgow City,489,,,,,
2023,11,Highland,66,,,,,
2023,11,Inverclyde,49,,,,,
2023,11,Midlothian,35,,,,,
2023,11,Moray,34,,,,,
2023,11,North Ayrshire,92,,,,,
2023,11,North Lanarkshire,222,,,,,
2023,11,Orkney Islands,5,,,,,
2023,11,Perth and Kinross,44,,,,,
2023,11,Renfrewshire,82,,,,,
2023,11,Scottish Borders,48,,,,,
2023,11,Shetland Islands,9,,,,,
2023,11,South Ayrshire,78,,,,,
2023,11,South Lanarkshire,185,,,,,
2023,11,Stirling,50,,,,,
2023,11,West Dunbartonshire,71,,,,,
2023,11,West Lothian,86,,,,,
2023,11,Na h-Eileanan Siar,8,,,,,
2023,12,Aberdeen City,86,,,,,
2023,12,Aberdeenshire,70,,,,,
2023,12,Angus,33,,,,,
2023,12,Argyll and Bute,42,,,,,
2023,12,Clackmannanshire,30,,,,,
2023,12,Dumfries and Galloway,135,,,,,
2023,12,Dundee City,88,,,,,
2023,12,East Ayrshire,99,,,,,
2023,12,East Dunbartonshire,18,0.0,0.0,1.0,1.0,0.0
2023,12,East Lothian,57,0.0,1.0,0.0,1.0,0.0
2023,12,East Renfrewshire,27,,,,,
2023,12,City of Edinburgh,206,5.0,6.0,1.0,12.0,0.4166666666666667
2023,12,Falkirk,78,,,,,
2023,12,Fife,169,0.0,2.0,0.0,2.0,0.0
2023,12,Glasgow City,498,8.0,13.0,5.0,26.0,0.3076923076923077
2023,12,Highland,97,1.0,0.0,0.0,1.0,1.0
2023,12,Inverclyde,34,,,,,
2023,12,Midlothian,36,,,,,
2023,12,Moray,31,,,,,
2023,12,North Ayrshire,85,0.0,1.0,0.0,1.0,0.0
2023,12,North Lanarkshire,187,1.0,2.0,0.0,3.0,0.3333333333333333
2023,12,Orkney Islands,5,,,,,
2023,12,Perth and Kinross,44,,,,,
2023,12,Renfrewshire,89,0.0,1.0,1.0,2.0,0.0
2023,12,Scottish Borders,49,0.0,1.0,0.0,1.0,0.0
2023,12,Shetland Islands,4,,,,,
2023,12,South Ayrshire,56,,,,,
2023,12,South Lanarkshire,214,,,,,
2023,12,Stirling,33,0.0,1.0,0.0,1.0,0.0
2023,12,West Dunbartonshire,67,,,,,
2023,12,West Lothian,92,0.0,0.0,1.0,1.0,0.0
2023,12,Na h-Eileanan Siar,4,,,,,
2024,1,Aberdeen City,106,1.0,0.0,0.0,1.0,1.0
2024,1,Aberdeenshire,45,,,,,
2024,1,Angus,35,,,,,
2024,1,Argyll and Bute,54,1.0,0.0,0.0,1.0,1.0
2024,1,Clackmannanshire,44,,,,,
2024,1,Dumfries and Galloway,95,1.0,0.0,0.0,1.0,1.0
2024,1,Dundee City,85,1.0,1.0,0.0,2.0,0.5
2024,1,East Ayrshire,95,0.0,1.0,0.0,1.0,0.0
2024,1,East Dunbartonshire,25,,,,,
2024,1,East Lothian,23,,,,,
2024,1,East Renfrewshire,24,,,,,
2024,1,City of Edinburgh,189,14.0,8.0,8.0,30.0,0.4666666666666667
2024,1,Falkirk,84,0.0,1.0,0.0,1.0,0.0
2024,1,Fife,182,3.0,2.0,0.0,5.0,0.6
2024,1,Glasgow City,521,21.0,9.0,0.0,30.0,0.7
2024,1,Highland,72,0.0,1.0,0.0,1.0,0.0
2024,1,Inverclyde,33,,,,,
2024,1,Midlothian,31,,,,,
2024,1,Moray,28,,,,,
2024,1,North Ayrshire,104,,,,,
2024,1,North Lanarkshire,197,1.0,0.0,0.0,1.0,1.0
2024,1,Orkney Islands,5,,,,,
2024,1,Perth and Kinross,49,,,,,
2024,1,Renfrewshire,81,1.0,0.0,0.0,1.0,1.0
2024,1,Scottish Borders,46,1.0,3.0,0.0,4.0,0.25
2024,1,Shetland Islands,7,,,,,
2024,1,South Ayrshire,68,1.0,0.0,0.0,1.0,1.0
2024,1,South Lanarkshire,196,1.0,1.0,0.0,2.0,0.5
2024,1,Stirling,55,,,,,
2024,1,West Dunbartonshire,50,0.0,1.0,0.0,1.0,0.0
2024,1,West Lothian,81,,,,,
2024,1,Na h-Eileanan Siar,4,,,,,
2024,2,Aberdeen City,78,,,,,
2024,2,Aberdeenshire,46,,,,,
2024,2,Angus,37,,,,,
2024,2,Argyll and Bute,48,,,,,
2024,2,Clackmannanshire,22,,,,,
2024,2,Dumfries and Galloway,117,,,,,
2024,2,Dundee City,66,,,,,
2024,2,East Ayrshire,82,,,,,
2024,2,East Dunbartonshire,31,,,,,
2024,2,East Lothian,39,,,,,
2024,2,East Renfrewshire,16,,,,,
2024,2,City of Edinburgh,166,1.0,2.0,0.0,3.0,0.3333333333333333
2024,2,Falkirk,72,,,,,
2024,2,Fife,133,,,,,
2024,2,Glasgow City,501,6.0,3.0,2.0,11.0,0.5454545454545454
2024,2,Highland,61,,,,,
2024,2,Inverclyde,20,,,,,
2024,2,Midlothian,24,,,,,
2024,2,Moray,38,2.0,0.0,0.0,2.0,1.0
2024,2,North Ayrshire,78,0.0,0.0,1.0,1.0,0.0
2024,2,North Lanarkshire,228,1.0,1.0,0.0,2.0,0.5
2024,2,Orkney Islands,2,,,,,
2024,2,Perth and Kinross,40,,,,,
2024,2,Renfrewshire,80,,,,,
2024,2,Scottish Borders,68,,,,,
2024,2,Shetland Islands,3,,,,,
2024,2,South Ayrshire,77,,,,,
2024,2,South Lanarkshire,171,,,,,
2024,2,Stirling,55,1.0,2.0,1.0,4.0,0.25
2024,2,West Dunbartonshire,48,0.0,1.0,0.0,1.0,0.0
2024,2,West Lothian,67,,,,,
2024,2,Na h-Eileanan Siar,10,,,,,
2024,3,Aberdeen City,83,1.0,1.0,0.0,2.0,0.5
2024,3,Aberdeenshire,63,0.0,1.0,0.0,1.0,0.0
2024,3,Angus,26,,,,,
2024,3,Argyll and Bute,55,0.0,0.0,1.0,1.0,0.0
2024,3,Clackmannanshire,18,,,,,
2024,3,Dumfries and Galloway,125,,,,,
2024,3,Dundee City,95,,,,,
2024,3,East Ayrshire,98,,,,,
2024,3,East Dunbartonshire,23,,,,,
2024,3,East Lothian,20,,,,,
2024,3,East Renfrewshire,21,,,,,
2024,3,City of Edinburgh,172,1.0,4.0,0.0,5.0,0.2
2024,3,Falkirk,85,,,,,
2024,3,Fife,164,0.0,1.0,0.0,1.0,0.0
2024,3,Glasgow City,548,1.0,4.0,2.0,7.0,0.1428571428571428
2024,3,Highland,94,,,,,
2024,3,Inverclyde,36,,,,,
2024,3,Midlothian,30,,,,,
2024,3,Moray,28,,,,,
2024,3,North Ayrshire,97,0.0,1.0,0.0,1.0,0.0
2024,3,North Lanarkshire,211,,,,,
2024,3,Orkney Islands,2,,,,,
2024,3,Perth and Kinross,43,0.0,1.0,0.0,1.0,0.0
2024,3,Renfrewshire,88,,,,,
2024,3,Scottish Borders,42,,,,,
2024,3,Shetland Islands,4,,,,,
2024,3,South Ayrshire,64,,,,,
2024,3,South Lanarkshire,203,0.0,1.0,0.0,1.0,0.0
2024,3,Stirling,34,,,,,
2024,3,West Dunbartonshire,73,,,,,
2024,3,West Lothian,85,,,,,
2024,3,Na h-Eileanan Siar,8,,,,,
2024,4,Aberdeen City,96,,,,,
2024,4,Aberdeenshire,52,1.0,0.0,0.0,1.0,1.0
2024,4,Angus,44,,,,,
2024,4,Argyll and Bute,52,,,,,
2024,4,Clackmannanshire,43,,,,,
2024,4,Dumfries and Galloway,111,0.0,1.0,0.0,1.0,0.0
2024,4,Dundee City,70,,,,,
2024,4,East Ayrshire,70,,,,,
2024,4,East Dunbartonshire,25,,,,,
2024,4,East Lothian,43,1.0,0.0,0.0,1.0,1.0
2024,4,East Renfrewshire,26,2.0,0.0,0.0,2.0,1.0
2024,4,City of Edinburgh,190,6.0,1.0,1.0,8.0,0.75
2024,4,Falkirk,74,,,,,
2024,4,Fife,153,2.0,1.0,0.0,3.0,0.6666666666666666
2024,4,Glasgow City,548,9.0,5.0,0.0,14.0,0.6428571428571429
2024,4,Highland,77,1.0,0.0,0.0,1.0,1.0
2024,4,Inverclyde,37,1.0,0.0,0.0,1.0,1.0
2024,4,Midlothian,41,,,,,
2024,4,Moray,41,,,,,
2024,4,North Ayrshire,89,,,,,
2024,4,North Lanarkshire,218,0.0,1.0,0.0,1.0,0.0
2024,4,Orkney Islands,3,,,,,
2024,4,Perth and Kinross,48,,,,,
2024,4,Renfrewshire,115,,,,,
2024,4,Scottish Borders,45,,,,,
2024,4,Shetland Islands,1,,,,,
2024,4,South Ayrshire,88,,,,,
2024,4,South Lanarkshire,196,0.0,1.0,0.0,1.0,0.0
2024,4,Stirling,36,,,,,
2024,4,West Dunbartonshire,65,,,,,
2024,4,West Lothian,72,2.0,0.0,0.0,2.0,1.0
2024,4,Na h-Eileanan Siar,5,,,,,
2024,5,Aberdeen City,103,1.0,1.0,1.0,3.0,0.3333333333333333
2024,5,Aberdeenshire,52,,,,,
2024,5,Angus,31,,,,,
2024,5,Argyll and Bute,74,,,,,
2024,5,Clackmannanshire,26,,,,,
2024,5,Dumfries and Galloway,162,0.0,2.0,1.0,3.0,0.0
2024,5,Dundee City,95,,,,,
2024,5,East Ayrshire,95,,,,,
2024,5,East Dunbartonshire,33,,,,,
2024,5,East Lothian,46,,,,,
2024,5,East Renfrewshire,31,0.0,0.0,1.0,1.0,0.0
2024,5,City of Edinburgh,212,4.0,5.0,1.0,10.0,0.4
2024,5,Falkirk,74,,,,,
2024,5,Fife,169,0.0,1.0,1.0,2.0,0.0
2024,5,Glasgow City,615,3.0,3.0,9.0,15.0,0.2
2024,5,Highland,109,,,,,
2024,5,Inverclyde,55,,,,,
2024,5,Midlothian,35,,,,,
2024,5,Moray,35,,,,,
2024,5,North Ayrshire,90,1.0,0.0,0.0,1.0,1.0
2024,5,North Lanarkshire,272,,,,,
2024,5,Orkney Islands,2,,,,,
2024,5,Perth and Kinross,48,,,,,
2024,5,Renfrewshire,118,0.0,0.0,1.0,1.0,0.0
2024,5,Scottish Borders,59,,,,,
2024,5,Shetland Islands,4,,,,,
2024,5,South Ayrshire,85,,,,,
2024,5,South Lanarkshire,232,2.0,0.0,0.0,2.0,1.0
2024,5,Stirling,50,,,,,
2024,5,West Dunbartonshire,86,,,,,
2024,5,West Lothian,101,,,,,
2024,5,Na h-Eileanan Siar,7,,,,,
2024,6,Aberdeen City,102,1.0,2.0,1.0,4.0,0.25
2024,6,Aberdeenshire,46,,,,,
2024,6,Angus,47,,,,,
2024,6,Argyll and Bute,59,,,,,
2024,6,Clackmannanshire,31,,,,,
2024,6,Dumfries and Galloway,133,0.0,1.0,0.0,1.0,0.0
2024,6,Dundee City,117,0.0,0.0,1.0,1.0,0.0
2024,6,East Ayrshire,63,0.0,0.0,1.0,1.0,0.0
2024,6,East Dunbartonshire,31,,,,,
2024,6,East Lothian,43,,,,,
2024,6,East Renfrewshire,23,,,,,
2024,6,City of Edinburgh,179,2.0,1.0,4.0,7.0,0.2857142857142857
2024,6,Falkirk,95,0.0,1.0,0.0,1.0,0.0
2024,6,Fife,151,1.0,1.0,1.0,3.0,0.3333333333333333
2024,6,Glasgow City,535,2.0,1.0,1.0,4.0,0.5
2024,6,Highland,99,1.0,3.0,1.0,5.0,0.2
2024,6,Inverclyde,32,0.0,4.0,1.0,5.0,0.0
2024,6,Midlothian,34,,,,,
2024,6,Moray,39,,,,,
2024,6,North Ayrshire,92,,,,,
2024,6,North Lanarkshire,215,,,,,
2024,6,Orkney Islands,4,,,,,
2024,6,Perth and Kinross,39,,,,,
2024,6,Renfrewshire,110,,,,,
2024,6,Scottish Borders,47,0.0,1.0,0.0,1.0,0.0
2024,6,Shetland Islands,4,,,,,
2024,6,South Ayrshire,72,1.0,0.0,0.0,1.0,1.0
2024,6,South Lanarkshire,203,2.0,1.0,1.0,4.0,0.5
2024,6,Stirling,49,,,,,
2024,6,West Dunbartonshire,65,,,,,
2024,6,West Lothian,93,1.0,1.0,0.0,2.0,0.5
2024,6,Na h-Eileanan Siar,8,,,,,
2024,7,Aberdeen City,112,,,,,
2024,7,Aberdeenshire,55,,,,,
2024,7,Angus,37,,,,,
2024,7,Argyll and Bute,57,,,,,
2024,7,Clackmannanshire,26,,,,,
2024,7,Dumfries and Galloway,135,,,,,
2024,7,Dundee City,100,0.0,1.0,0.0,1.0,0.0
2024,7,East Ayrshire,88,,,,,
2024,7,East Dunbartonshire,26,,,,,
2024,7,East Lothian,39,,,,,
2024,7,East Renfrewshire,19,,,,,
2024,7,City of Edinburgh,192,1.0,1.0,0.0,2.0,0.5
2024,7,Falkirk,88,,,,,
2024,7,Fife,198,1.0,0.0,0.0,1.0,1.0
2024,7,Glasgow City,645,0.0,1.0,0.0,1.0,0.0
2024,7,Highland,100,,,,,
2024,7,Inverclyde,29,,,,,
2024,7,Midlothian,26,,,,,
2024,7,Moray,37,,,,,
2024,7,North Ayrshire,101,,,,,
