week_start,PSOS_MMW_Name,true,pred
2024-11-25,Inverclyde East,0,0
2024-11-25,Langside,1,0
2024-11-25,Thurso and Northwest Caithness,0,0
2024-11-25,Mearns,0,0
2024-11-25,Inverclyde West,0,0
2024-11-25,Dunoon,1,0
2024-11-25,Annandale South,1,0
2024-11-25,Bothwell and Uddingston,0,0
2024-11-25,Midlothian East,0,0
2024-11-25,Southside Central,1,0
2024-11-25,Mid and Upper Nithsdale,0,0
2024-11-25,Bathgate,1,0
2024-11-25,"Clarkston, Netherlee and Williamwood",0,0
2024-11-25,Dyce/Bucksburn/Danestone,0,0
2024-11-25,Perth City South,0,0
2024-11-25,Kirkwall East,0,0
2024-11-25,Kirriemuir & Dean,0,0
2024-11-25,Portobello/Craigmillar,0,0
2024-11-25,Larkhall,0,0
2024-11-25,Cromarty Firth,0,0
2024-11-25,Nairn and Cawdor,0,0
2024-11-25,Whitburn and Blackburn,1,0
2024-11-25,Troup,0,0
2024-11-25,Irvine West,0,0
2024-11-25,Inverclyde South West,0,0
2024-11-25,Midlothian South,1,0
2024-11-25,Maryhill,0,0
2024-11-25,South Kintyre,0,0
2024-11-25,Kilmarnock North,0,0
2024-11-25,Ayr East,0,0
2024-11-25,"Broxburn, Uphall and Winchburgh",0,0
2024-11-25,Mid Galloway and Wigtown West,0,0
2024-11-25,Annandale North,0,0
2024-11-25,Mid Berwickshire,0,0
2024-11-25,Kilmarnock East and Hurlford,0,0
2024-11-25,Torry/Ferryhill,1,0
2024-11-25,North West Dumfries,1,0
2024-11-25,Peterhead North and Rattray,0,0
2024-11-25,Airdrie Central,1,0
2024-11-25,Preston/Seton/Gosford,0,0
2024-11-25,Cumbernauld North,0,0
2024-11-25,West Garioch,0,0
2024-11-25,Fraserburgh and District,0,0
2024-11-25,Inverclyde North,1,0
2024-11-25,Newlands/Auldburn,0,0
2024-11-25,Mid Argyll,0,0
2024-11-25,Cowdenbeath,0,0
2024-11-25,Galashiels and District,0,0
2024-11-25,Ayr North,1,0
2024-11-25,Strathallan,0,0
2024-11-25,Kilmarnock South,1,0
2024-11-25,Peterhead South and Cruden,0,0
2024-11-25,Stirling East,1,0
2024-11-25,Dunfermline South,0,0
2024-11-25,Brechin & Edzell,0,0
2024-11-25,Inverness Central,1,0
2024-11-25,Wick and East Caithness,0,0
2024-11-25,East Kilbride South,0,0
2024-11-25,Murdostoun,0,0
2024-11-25,Dunbar and East Linton,0,0
2024-11-25,Blairgowrie and Glens,0,0
2024-11-25,Penicuik,0,0
2024-11-25,"Glenrothes North, Leslie and Markinch",0,0
2024-11-25,Beinn na Foghla agus Uibhist a Tuath,0,0
2024-11-25,Almond and Earn,0,0
2024-11-25,Annandale East and Eskdale,0,0
2024-11-25,"Lochgelly, Cardenden and Benarty",0,0
2024-11-25,Badenoch and Strathspey,0,0
2024-11-25,"Houston, Crosslee & Linwood",0,0
2024-11-25,Drum Brae/Gyle,0,0
2024-11-25,Montrose & District,0,0
2024-11-25,Keith and Cullen,0,0
2024-11-25,Tweeddale East,0,0
2024-11-25,Hamilton South,0,0
2024-11-25,Trossachs and Teith,0,0
2024-11-25,Cambuslang East,0,0
2024-11-25,Selkirkshire,0,0
2024-11-25,Hawick and Denholm,0,0
2024-11-25,Wishaw,0,0
2024-11-25,Dalry and West Kilbride,0,0
2024-11-25,Inverness Millburn,0,0
2024-11-25,Denny and Banknock,0,0
2024-11-25,Barraigh Bhatarsaigh Eirisgeigh Uibhist Deas,0,0
2024-11-25,Turriff and District,0,0
2024-11-25,Kinross-shire,0,0
2024-11-25,Glenboig and Moodiesburn,0,0
2024-11-25,Lerwick North,0,0
2024-11-25,Bellshill,0,0
2024-11-25,Westhill and District,0,0
2024-11-25,"Stepps, Chryston and Muirhead",0,0
2024-11-25,Forth and Endrick,0,0
2024-11-25,Motherwell South East and Ravenscraig,1,0
2024-11-25,Oban South and the Isles,0,0
2024-11-25,Blantyre,0,0
2024-11-25,Shetland West,0,0
2024-11-25,"Barrhead, Liboside and Uplawmoor",0,0
2024-11-25,Saltcoats and Stevenston,1,0
2024-11-25,Monifieth & Sidlaw,0,0
2024-11-25,Doon Valley,0,0
2024-11-25,Banff and District,0,0
2024-11-25,Inverness West,0,0
2024-11-25,Armadale and Blackridge,0,0
2024-11-25,Kincorth/Nigg/Cove,0,0
2024-11-25,Cardonald,1,0
2024-11-25,Liberton/Gilmerton,1,0
2024-11-25,Elgin City North,0,0
2024-11-25,Dalkeith,0,0
2024-11-25,"Aboyne, Upper Deeside and Donside",0,0
2024-11-25,Clydesdale West,1,0
2024-11-25,Irvine East,0,0
2024-11-25,Lenzie & Kirkintilloch South,0,0
2024-11-25,Airdrie South,0,0
2024-11-25,Aird and Loch Ness,0,0
2024-11-25,Hawick and Hermitage,0,0
2024-11-25,Paisley South East,0,0
2024-11-25,Clydesdale East,0,0
2024-11-25,East Kilbride Central South,0,0
2024-11-25,Lomond,0,0
2024-11-25,Tain and Easter Ross,0,0
2024-11-25,Coatbridge West,0,0
2024-11-25,Arbroath East & Lunan,0,0
2024-11-25,Banchory and Mid Deeside,0,0
2024-11-25,Lerwick South,0,0
2024-11-25,Sgir' Uige agus Ceann a Tuath nan Loch,0,0
2024-11-25,"Wester Ross, Strathpeffer and Lochalsh",0,0
2024-11-25,Forth,0,0
2024-11-25,Musselburgh,0,0
2024-11-25,Paisley East and Central,1,0
2024-11-25,Speyside Glenlivet,0,0
2024-11-25,Lochar,0,0
2024-11-25,Glenrothes Central and Thornton,1,0
2024-11-25,Shetland Central,0,0
2024-11-25,Jedburgh and District,0,0
2024-11-25,Motherwell North,1,0
2024-11-25,Loch a Tuath,0,0
2024-11-25,Inverness South,0,0
2024-11-25,Coatbridge North,0,0
2024-11-25,Leven,1,0
2024-11-25,Ardrossan and Arran,0,0
2024-11-25,Fochabers Lhanbryde,0,0
2024-11-25,North East - Glasgow,1,0
2024-11-25,Inverness Ness-side,0,0
2024-11-25,Sgire an Rubha,0,0
2024-11-25,"Bishopton, Bridge of Weir & Langbank",0,0
2024-11-25,Canal,1,0
2024-11-25,Hillhead,1,0
2024-11-25,Paisley South West,1,0
2024-11-25,North Isles - Orkney,0,0
2024-11-25,Mossend and Holytown,1,0
2024-11-25,East Livingston and East Calder,0,0
2024-11-25,Dennistoun,1,0
2024-11-25,Highland,0,0
2024-11-25,North Coast and Cumbraes,0,0
2024-11-25,Stonehaven and Lower Deeside,0,0
2024-11-25,Dumbarton,1,0
2024-11-25,Clackmannanshire Central,0,0
2024-11-25,Strathmore,0,0
2024-11-25,Lochee,1,0
2024-11-25,Coatbridge South,0,0
2024-11-25,Troon,0,0
2024-11-25,Clackmannanshire North,0,0
2024-11-25,Hamilton North and East,1,0
2024-11-25,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",0,0
2024-11-25,Shettleston,1,0
2024-11-25,Victoria Park,0,0
2024-11-25,Kilpatrick,0,0
2024-11-25,Inverurie and District,0,0
2024-11-25,Partick East/Kelvindale,1,0
2024-11-25,Hilton/Woodside/Stockethill,0,0
2024-11-25,Morningside,0,0
2024-11-25,West Mainland,0,0
2024-11-25,North Isles - Shetland,0,0
2024-11-25,Livingston South,1,0
2024-11-25,The Ferry,0,0
2024-11-25,Baillieston,0,0
2024-11-25,Cambuslang West,0,0
2024-11-25,Carnoustie & District,0,0
2024-11-25,East Kilbride East,0,0
2024-11-25,City Centre,1,0
2024-11-25,Heldon and Laich,0,0
2024-11-25,Forres,0,0
2024-11-25,Greater Pollok,0,0
2024-11-25,Black Isle,0,0
2024-11-25,Dee and Glenkens,0,0
2024-11-25,"Leven, Kennoway and Largo",1,0
2024-11-25,Kingswells/Sheddocksley/Summerhill,0,0
2024-11-25,Stromness and South Isles,0,0
2024-11-25,Tay Bridgehead,0,0
2024-11-25,Drumchapel/Anniesland,1,0
2024-11-25,Erskine & Inchinnan,0,0
2024-11-25,Bearsden South,0,0
2024-11-25,North East - Tayside,0,0
2024-11-25,Inverleith,0,0
2024-11-25,Leith,1,0
2024-11-25,"Arbroath West, Letham and Friockheim",0,0
2024-11-25,Lower Deeside,0,0
2024-11-25,Giffnock and Thornliebank,0,0
2024-11-25,Haddington and Lammermuir,0,0
2024-11-25,"Huntly, Strathbogie and Howe of Alford",0,0
2024-11-25,Midstocket/Rosemount,0,0
2024-11-25,Ellon and District,0,0
2024-11-25,Kilbirnie and Beith,0,0
2024-11-25,Fortissat,0,0
2024-11-25,Cumnock and New Cumnock,0,0
2024-11-25,Kirkcaldy Central,1,0
2024-11-25,Kilmarnock West and Crosshouse,1,0
2024-11-25,Isle of Bute,0,0
2024-11-25,Annick,0,0
2024-11-25,Elgin City South,1,0
2024-11-25,Bishopbriggs North and Campsie,0,0
2024-11-25,Dunfermline Central,1,0
2024-11-25,Perth City Centre,1,0
2024-11-25,Rutherglen Central and North,0,0
2024-11-25,Helensburgh and Lomond South,0,0
2024-11-25,Airyhall/Broomhill/Garthdee,0,0
2024-11-25,Calton,1,0
2024-11-25,Lower Braes,0,0
2024-11-25,Kelso and District,0,0
2024-11-25,Helensburgh and Lomond South,0,0
2024-11-25,"East Mainland, South Ronaldsay and Burray",0,0
2024-11-25,Coldside,0,0
2024-11-25,Colinton/Fairmilehead,0,0
2024-11-25,Nith,1,0
2024-11-25,Irvine South,0,0
2024-11-25,Johnstone South and Elderslie,0,0
2024-11-25,Clydebank Waterfront,0,0
2024-11-25,Leaderdale and Melrose,0,0
2024-11-25,Inverkeithing and Dalgety Bay,0,0
2024-11-25,Motherwell West,0,0
2024-11-25,Dunfermline North,0,0
2024-11-25,Forfar & District,0,0
2024-11-25,Glenrothes West and Kinglassie,0,0
2024-11-25,Avondale and Stonehouse,0,0
2024-11-25,Midlothian West,0,0
2024-11-25,Almond,1,0
2024-11-25,Springburn/Robroyston,1,0
2024-11-25,Inverclyde Central,0,0
2024-11-25,Perth City North,0,0
2024-11-25,East Kilbride West,0,0
2024-11-25,Maryfield,1,0
2024-11-25,Helensburgh Central,0,0
2024-11-25,Linn,1,0
2024-11-25,Bonnybridge and Larbert,1,0
2024-11-25,East Garioch,0,0
2024-11-25,Central Buchan,0,0
2024-11-25,Cumbernauld South,0,0
2024-11-25,Shetland South,0,0
2024-11-25,Upper Braes,0,0
2024-11-25,Kirkcaldy East,1,0
2024-11-25,"Burntisland, Kinghorn and Western Kirkcaldy",0,0
2024-11-25,Rosyth,0,0
2024-11-25,Linlithgow,0,0
2024-11-25,Clydesdale South,0,0
2024-11-25,Howe of Fife and Tay Coast,0,0
2024-11-25,Stirling West,0,0
2024-11-25,Stranraer and the Rhins,1,0
2024-11-25,Dunblane and Bridge of Allan,0,0
2024-11-25,Clackmannanshire South,0,0
2024-11-25,Caol and Mallaig,0,0
2024-11-25,Steornabhagh a Tuath,0,0
2024-11-25,Shettleston,0,0
2024-11-25,Helensburgh and Lomond South,0,0
2024-11-25,Shetland North,0,0
2024-11-25,Bishopbriggs South,0,0
2024-11-25,Kilwinning,1,0
2024-11-25,Strathtay,0,0
2024-11-25,Milngavie,0,0
2024-11-25,Bo'ness and Blackness,0,0
2024-11-25,Stirling North,0,0
2024-11-25,Kintyre and the Islands,0,0
2024-11-25,North Kincardine,0,0
2024-11-25,Fauldhouse and the Breich Valley,0,0
2024-11-25,Paisley North East and Ralston,0,0
2024-11-25,Rutherglen South,0,0
2024-11-25,Clydesdale North,0,0
2024-11-25,Leith Walk,1,0
2024-11-25,Paisley North West,1,0
2024-11-25,East Kilbride Central North,0,0
2024-11-25,Pentland Hills,0,0
2024-11-25,Lomond North,0,0
2024-11-25,North Berwick Coastal,0,0
2024-11-25,Anderston/City/Yorkhill,1,0
2024-11-25,Dingwall and Seaforth,0,0
2024-11-25,Southside/Newington,0,0
2024-11-25,Ayr West,1,0
2024-11-25,Cupar,0,0
2024-11-25,Carse of Gowrie,0,0
2024-11-25,Hazlehead/Queens Cross/Countesswells,0,0
2024-11-25,Na Hearadh agus Ceann a Deas nan Loch,0,0
2024-11-25,Clackmannanshire East,0,0
2024-11-25,Girvan and South Carrick,0,0
2024-11-25,Kilsyth,0,0
2024-11-25,Livingston North,0,0
2024-11-25,Thorniewood,0,0
2024-11-25,Oban North and Lorn,0,0
2024-11-25,"Tranent, Wallyford and Macmerry",0,0
2024-12-02,Mid Formartine,1,1
2024-12-02,Tay Bridgehead,1,1
2024-12-02,Ayr East,1,1
2024-12-02,Inverclyde South,0,0
2024-12-02,Highland,1,1
2024-12-02,Shetland Central,1,1
2024-12-02,"Wester Ross, Strathpeffer and Lochalsh",1,1
2024-12-02,Liberton/Gilmerton,0,0
2024-12-02,Linn,0,0
2024-12-02,Elgin City South,0,0
2024-12-02,Livingston North,1,1
2024-12-02,Shetland South,1,1
2024-12-02,"Bishopton, Bridge of Weir & Langbank",1,1
2024-12-02,Glenrothes West and Kinglassie,1,1
2024-12-02,Bishopbriggs South,1,1
2024-12-02,Bearsden North,1,1
2024-12-02,Stirling East,0,0
2024-12-02,Loch a Tuath,1,1
2024-12-02,Shetland West,1,1
2024-12-02,North East - Glasgow,0,0
2024-12-02,West Fife and Coastal Villages,1,1
2024-12-02,Johnstone South and Elderslie,0,0
2024-12-02,Drum Brae/Gyle,1,1
2024-12-02,Mid Berwickshire,1,1
2024-12-02,"Glenrothes North, Leslie and Markinch",1,1
2024-12-02,Ellon and District,1,1
2024-12-02,Bridge of Don,1,1
2024-12-02,Cromarty Firth,0,0
2024-12-02,Dingwall and Seaforth,1,1
2024-12-02,Clackmannanshire East,1,1
2024-12-02,Almond and Earn,1,1
2024-12-02,Banchory and Mid Deeside,1,1
2024-12-02,Troup,1,1
2024-12-02,Bishopbriggs North and Campsie,1,1
2024-12-02,Bellshill,0,0
2024-12-02,Irvine West,0,0
2024-12-02,Helensburgh and Lomond South,1,1
2024-12-02,Helensburgh and Lomond South,1,1
2024-12-02,Tillydrone/Seaton/Old Aberdeen,1,1
2024-12-02,Clackmannanshire Central,1,1
2024-12-02,"Aboyne, Upper Deeside and Donside",1,1
2024-12-02,Portobello/Craigmillar,0,0
2024-12-02,"Arbroath West, Letham and Friockheim",1,1
2024-12-02,Linlithgow,1,1
2024-12-02,East Sutherland and Edderton,1,1
2024-12-02,"Leven, Kennoway and Largo",0,0
2024-12-02,Heldon and Laich,1,1
2024-12-02,Denny and Banknock,1,1
2024-12-02,Steornabhagh a Tuath,1,1
2024-12-02,North East - Tayside,1,1
2024-12-02,Tain and Easter Ross,1,1
2024-12-02,South Kintyre,1,1
2024-12-02,Dyce/Bucksburn/Danestone,1,1
2024-12-02,Inverclyde North,0,0
2024-12-02,Kirriemuir & Dean,1,1
2024-12-02,Livingston South,0,0
2024-12-02,Ballochmyle,1,1
2024-12-02,Shetland North,1,1
2024-12-02,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",0,0
2024-12-02,Strathmore,1,1
2024-12-02,Lerwick South,1,1
2024-12-02,Galashiels and District,0,0
2024-12-02,Howe of Fife and Tay Coast,1,1
2024-12-02,Sighthill/Gorgie,0,0
2024-12-02,West Garioch,0,0
2024-12-02,Dunfermline South,0,0
2024-12-02,Cupar,1,1
2024-12-02,Cumbernauld North,1,1
2024-12-02,Thorniewood,1,1
2024-12-02,Clackmannanshire South,0,0
2024-12-02,Shettleston,1,1
2024-12-02,Bo'ness and Blackness,1,1
2024-12-02,Newton Mearns South and Eaglesham,1,1
2024-12-02,North Kincardine,1,1
2024-12-02,Renfrew North and Braehead,0,0
2024-12-02,Leith Walk,0,0
2024-12-02,Kelso and District,1,1
2024-12-02,Lomond North,0,0
2024-12-02,North West Dumfries,0,0
2024-12-02,Strathtay,1,1
2024-12-02,Dunblane and Bridge of Allan,1,1
2024-12-02,North Berwick Coastal,1,1
2024-12-02,Girvan and South Carrick,1,1
2024-12-02,Erskine & Inchinnan,1,1
2024-12-02,"Maybole, North Carrick and Coylton",0,0
2024-12-02,Falkirk North,0,0
2024-12-02,Blantyre,0,0
2024-12-02,Bothwell and Uddingston,1,1
2024-12-02,Banff and District,1,1
2024-12-02,Thurso and Northwest Caithness,1,1
2024-12-02,Langside,0,0
2024-12-02,Armadale and Blackridge,1,1
2024-12-02,Rutherglen South,1,1
2024-12-02,Lower Braes,1,1
2024-12-02,Kilmarnock East and Hurlford,0,0
2024-12-02,Rutherglen Central and North,0,0
2024-12-02,Eilean a Cheo,1,1
2024-12-02,Leaderdale and Melrose,1,1
2024-12-02,Dunfermline North,1,1
2024-12-02,Avondale and Stonehouse,1,1
2024-12-02,Govan,0,0
2024-12-02,George St/Harbour,0,0
2024-12-02,Inverclyde Central,1,1
2024-12-02,Almond,0,0
2024-12-02,Maryfield,0,0
2024-12-02,Bonnybridge and Larbert,0,0
2024-12-02,Clackmannanshire West,1,1
2024-12-02,Larkhall,0,0
2024-12-02,Renfrew South & Gallowhill,0,0
2024-12-02,Central Buchan,1,1
2024-12-02,Cumbernauld South,0,0
2024-12-02,Helensburgh and Lomond South,1,1
2024-12-02,Steornabhagh a Deas,1,1
2024-12-02,Isle of Bute,1,1
2024-12-02,Dunfermline Central,0,0
2024-12-02,Annick,1,1
2024-12-02,Cumnock and New Cumnock,0,1
2024-12-02,Maryhill,0,0
2024-12-02,Kilbirnie and Beith,1,1
2024-12-02,Saltcoats and Stevenston,0,0
2024-12-02,"Huntly, Strathbogie and Howe of Alford",1,1
2024-12-02,Lower Deeside,1,1
2024-12-02,Leith,0,0
2024-12-02,Bearsden South,1,1
2024-12-02,Bonnyrigg,1,1
2024-12-02,Nith,0,0
2024-12-02,Rosyth,1,1
2024-12-02,Giffnock and Thornliebank,1,1
2024-12-02,Drumchapel/Anniesland,0,0
2024-12-02,Inverclyde East,0,0
2024-12-02,Cumbernauld East,0,0
2024-12-02,Stromness and South Isles,1,1
2024-12-02,Inverclyde East Central,1,1
2024-12-02,Hamilton West and Earnock,0,0
2024-12-02,Kyle,1,1
2024-12-02,The Ferry,1,1
2024-12-02,City Centre,0,0
2024-12-02,Greater Pollok,0,0
2024-12-02,Black Isle,1,1
2024-12-02,"North, West and Central Sutherland",1,1
2024-12-02,Dee and Glenkens,1,1
2024-12-02,Culloden and Ardersier,1,1
2024-12-02,Dumbarton,0,0
2024-12-02,North Coast and Cumbraes,1,1
2024-12-02,Sgir' Uige agus Ceann a Tuath nan Loch,1,1
2024-12-02,Hilton/Woodside/Stockethill,0,0
2024-12-02,Lochar,1,1
2024-12-02,Airdrie Central,0,0
2024-12-02,Preston/Seton/Gosford,1,1
2024-12-02,Jedburgh and District,1,1
2024-12-02,Leven,0,0
2024-12-02,Ardrossan and Arran,0,0
2024-12-02,"Clarkston, Netherlee and Williamwood",1,1
2024-12-02,Hawick and Hermitage,1,1
2024-12-02,Sgire an Rubha,1,1
2024-12-02,Hillhead,0,0
2024-12-02,North Isles - Orkney,1,1
2024-12-02,Mid Argyll,1,1
2024-12-02,Dennistoun,0,0
2024-12-02,Forfar & District,1,1
2024-12-02,Brechin & Edzell,1,1
2024-12-02,Glenrothes Central and Thornton,0,0
2024-12-02,North Isles - Shetland,1,1
2024-12-02,Strathmartine,0,0
2024-12-02,Shettleston,0,0
2024-12-02,Dalkeith,1,1
2024-12-02,Garscadden/Scotstounhill,0,0
2024-12-02,Lenzie & Kirkintilloch South,1,1
2024-12-02,Aird and Loch Ness,1,1
2024-12-02,Castle Douglas and Crocketford,0,0
2024-12-02,Elgin City North,1,1
2024-12-02,Lomond,0,0
2024-12-02,"Stepps, Chryston and Muirhead",1,1
2024-12-02,Prestwick,1,1
2024-12-02,Blairgowrie and Glens,1,1
2024-12-02,Lerwick North,1,1
2024-12-02,Dunbar and East Linton,1,1
2024-12-02,An Taobh Siar agus Nis,1,1
2024-12-02,Tweeddale East,1,1
2024-12-02,Beinn na Foghla agus Uibhist a Tuath,1,1
2024-12-02,"Lochgelly, Cardenden and Benarty",1,1
2024-12-02,"Houston, Crosslee & Linwood",1,1
2024-12-02,Clackmannanshire North,1,1
2024-12-02,Lochee,0,0
2024-12-02,Arbroath East & Lunan,0,0
2024-12-02,Glenboig and Moodiesburn,1,1
2024-12-02,Grangemouth,0,0
2024-12-02,Turriff and District,1,1
2024-12-02,West Mainland,1,1
2024-12-02,Hamilton South,1,1
2024-12-02,Newton Mearns North and Neilston,0,1
2024-12-02,Selkirkshire,1,1
2024-12-02,Annandale South,0,0
2024-12-02,Dunoon,0,0
2024-12-02,Keith and Cullen,1,1
2024-12-02,Mearns,1,1
2024-12-02,Dalry and West Kilbride,1,1
2024-12-02,"Carse, Kinnaird and Tryst",0,0
2024-12-02,Doon Valley,1,1
2024-12-02,"Buckhaven, Methil and Wemyss Villages",0,0
2024-12-02,Motherwell South East and Ravenscraig,0,0
2024-12-02,East Livingston and East Calder,0,1
2024-12-02,Helensburgh Central,1,1
2024-12-02,Bathgate,0,0
2024-12-02,Midlothian West,0,1
2024-12-02,East Centre,0,0
2024-12-02,Canal,0,0
2024-12-02,Inverness West,0,0
2024-12-02,Inverleith,1,1
2024-12-02,East Kilbride East,1,1
2024-12-02,Montrose & District,1,1
2024-12-02,Fountainbridge/Craiglockhart,1,1
2024-12-02,Cambuslang West,0,0
2024-12-02,Clydesdale West,0,0
2024-12-02,Bannockburn,0,0
2024-12-02,Colinton/Fairmilehead,1,1
2024-12-02,Ayr West,0,0
2024-12-02,Kirkwall East,1,1
2024-12-02,Cardonald,0,0
2024-12-02,Annandale East and Eskdale,1,1
2024-12-02,Torry/Ferryhill,0,0
2024-12-02,Pentland Hills,0,0
2024-12-02,Caol and Mallaig,1,1
2024-12-02,Westhill and District,1,1
2024-12-02,Perth City Centre,0,0
2024-12-02,Inverclyde South West,1,1
2024-12-02,Abbey,1,1
2024-12-02,Corstorphine/Murrayfield,1,1
2024-12-02,Mid Galloway and Wigtown West,0,0
2024-12-02,Stranraer and the Rhins,0,0
2024-12-02,Clydesdale North,0,0
2024-12-02,Victoria Park,0,0
2024-12-02,Paisley North West,0,0
2024-12-02,Penicuik,1,1
2024-12-02,Wick and East Caithness,0,0
2024-12-02,Paisley North East and Ralston,1,1
2024-12-02,Kilwinning,0,0
2024-12-02,Kincorth/Nigg/Cove,0,0
2024-12-02,Stirling North,0,0
2024-12-02,Fauldhouse and the Breich Valley,1,1
2024-12-02,East Garioch,1,1
2024-12-02,Wishaw,0,0
2024-12-02,Ayr North,0,0
2024-12-02,Irvine South,0,0
2024-12-02,Cambuslang East,0,0
2024-12-02,Barraigh Bhatarsaigh Eirisgeigh Uibhist Deas,1,1
2024-12-02,Inverness Central,0,0
2024-12-02,"Burntisland, Kinghorn and Western Kirkcaldy",1,1
2024-12-02,"East Mainland, South Ronaldsay and Burray",1,1
2024-12-02,Kilpatrick,0,0
2024-12-02,Partick East/Kelvindale,0,0
2024-12-02,Southside/Newington,0,0
2024-12-02,Troon,1,1
2024-12-02,Hawick and Denholm,1,1
2024-12-02,Coatbridge South,0,0
2024-12-02,Kirkcaldy East,0,0
2024-12-02,Coldside,1,1
2024-12-02,Cowdenbeath,1,1
2024-12-02,Newlands/Auldburn,0,0
2024-12-02,Na Hearadh agus Ceann a Deas nan Loch,1,1
2024-12-02,Carnoustie & District,1,1
2024-12-02,Inverurie and District,1,1
2024-12-02,Forres,1,1
2024-12-02,Milngavie,1,1
2024-12-02,Morningside,1,1
2024-12-02,East End,1,1
2024-12-02,Peterhead North and Rattray,1,1
2024-12-02,Paisley South East,1,1
2024-12-02,Baillieston,0,0
2024-12-02,Irvine Valley,1,1
2024-12-02,Whitburn and Blackburn,0,0
2024-12-02,Cowal,1,1
2024-12-02,Calton,0,0
2024-12-02,Coatbridge North,0,0
2024-12-02,Clydebank Waterfront,0,0
2024-12-02,Inverkeithing and Dalgety Bay,0,0
2024-12-02,Inverness Millburn,1,1
2024-12-02,East Kilbride South,1,1
2024-12-02,Murdostoun,0,0
2024-12-02,Inverness South,1,1
2024-12-02,Motherwell North,0,0
2024-12-02,Perth City North,0,0
2024-12-02,Mid and Upper Nithsdale,0,0
2024-12-02,Badenoch and Strathspey,1,1
2024-12-02,Kinross-shire,1,1
2024-12-02,Peterhead South and Cruden,1,1
2024-12-02,Trossachs and Teith,1,1
2024-12-02,Kingswells/Sheddocksley/Summerhill,1,1
2024-12-02,Fraserburgh and District,1,1
2024-12-02,Clydesdale East,1,1
2024-12-02,Clydebank Central,0,0
2024-12-02,Pollokshields,0,0
2024-12-02,East Berwickshire,1,1
2024-12-02,Kintyre and the Islands,1,1
2024-12-02,Midlothian South,0,0
2024-12-02,Nairn and Cawdor,1,1
2024-12-02,Forth and Endrick,1,1
2024-12-02,Midstocket/Rosemount,1,1
2024-12-02,Haddington and Lammermuir,1,1
2024-12-02,East Kilbride Central North,0,0
2024-12-02,Airdrie South,1,1
2024-12-02,Perth City South,0,0
2024-12-02,Midlothian East,0,0
2024-12-02,Kilmarnock West and Crosshouse,0,0
2024-12-02,Kirkcaldy Central,0,0
2024-12-02,Musselburgh,0,0
2024-12-02,East Kilbride West,1,1
2024-12-02,Clydesdale South,0,0
2024-12-02,St Andrews,1,1
2024-12-02,Buckie,1,1
2024-12-02,East Neuk and Landward,1,1
2024-12-02,Fortissat,0,0
2024-12-02,Forth,0,0
2024-12-02,Hazlehead/Queens Cross/Countesswells,1,1
2024-12-02,Fochabers Lhanbryde,1,1
2024-12-02,Craigentinny/Duddingston,0,0
2024-12-02,Annandale North,1,1
2024-12-02,Inverness Ness-side,1,1
2024-12-02,Ft William and Ardnamurchan,1,1
2024-12-02,Irvine East,1,1
2024-12-02,Southside Central,0,0
2024-12-02,Hamilton North and East,0,0
2024-12-02,Upper Braes,1,1
2024-12-02,Stirling West,1,1
2024-12-02,Paisley East and Central,0,0
2024-12-02,Springburn/Robroyston,0,0
2024-12-02,Speyside Glenlivet,1,1
2024-12-02,Kirkcaldy North,1,1
2024-12-02,Inverclyde West,1,1
2024-12-02,Stonehaven and Lower Deeside,1,1
2024-12-02,Monifieth & Sidlaw,1,1
2024-12-02,"Broxburn, Uphall and Winchburgh",1,1
2024-12-02,Oban North and Lorn,1,1
2024-12-02,Kilmarnock South,0,0
2024-12-02,Strathallan,1,1
2024-12-02,Airdrie North,0,0
2024-12-02,Kilsyth,0,1
2024-12-02,Anderston/City/Yorkhill,0,0
2024-12-02,Mossend and Holytown,0,0
2024-12-02,"Barrhead, Liboside and Uplawmoor",0,0
2024-12-02,Kilmarnock North,1,1
2024-12-02,Coatbridge West,0,0
2024-12-02,Airyhall/Broomhill/Garthdee,1,1
2024-12-02,West End,0,0
2024-12-02,Paisley South West,0,0
2024-12-02,Falkirk South,0,0
2024-12-02,Strathearn,1,1
2024-12-02,Northfield/Mastrick North,0,0
2024-12-02,Tweeddale West,1,1
2024-12-02,East Kilbride Central South,1,1
2024-12-02,Carse of Gowrie,1,1
2024-12-02,Oban South and the Isles,0,1
2024-12-02,Motherwell West,1,1
2024-12-02,Kirkwall West and Orphir,1,1
2024-12-02,"Tranent, Wallyford and Macmerry",0,0
2024-12-02,Kirkintilloch East and North and Twechar,1,1
2024-12-09,North Isles - Shetland,0,0
2024-12-09,Speyside Glenlivet,0,0
2024-12-09,Irvine Valley,0,0
2024-12-09,Hilton/Woodside/Stockethill,0,0
2024-12-09,Partick East/Kelvindale,0,0
2024-12-09,East End,0,0
2024-12-09,Bothwell and Uddingston,0,0
2024-12-09,Morningside,0,0
2024-12-09,Mearns,0,0
2024-12-09,Inverness Central,0,0
2024-12-09,Glenrothes Central and Thornton,0,0
2024-12-09,Kilpatrick,0,0
2024-12-09,Kintyre and the Islands,0,0
2024-12-09,Lochar,0,0
2024-12-09,Avondale and Stonehouse,0,0
2024-12-09,Sgir' Uige agus Ceann a Tuath nan Loch,0,0
2024-12-09,Perth City North,0,0
2024-12-09,Prestwick,0,0
