year,month,authorLocation,index,DETECTED CRIME,negative,neutral,positive,total,neg_ratio
2020,3,Scottish Borders,376,58,0.0,0.0,0.0,0.0,0.0
2020,3,Shetland,377,3,0.0,0.0,0.0,0.0,0.0
2020,3,South Ayrshire,378,78,0.0,0.0,0.0,0.0,0.0
2020,3,South Lanarkshire,379,234,0.0,0.0,0.0,0.0,0.0
2020,3,Stirling,380,50,0.0,0.0,0.0,0.0,0.0
2020,3,West Dunbartonshire,381,75,0.0,1.0,0.0,1.0,0.0
2020,3,West Lothian,382,98,0.0,0.0,0.0,0.0,0.0
2020,3,Western Isles - Eilean Siar,383,8,0.0,0.0,0.0,0.0,0.0
2020,4,Aberdeen,384,127,0.0,0.0,0.0,0.0,0.0
2020,4,Aberdeenshire,385,72,0.0,1.0,0.0,1.0,0.0
2020,4,Angus,386,35,0.0,0.0,0.0,0.0,0.0
2020,4,Argyll and Bute,387,56,0.0,0.0,0.0,0.0,0.0
2020,4,Clackmannanshire,388,41,0.0,0.0,0.0,0.0,0.0
2020,4,Dumfries and Galloway,389,113,0.0,0.0,0.0,0.0,0.0
2020,4,Dundee,390,102,0.0,0.0,0.0,0.0,0.0
2020,4,East Ayrshire,391,72,0.0,0.0,0.0,0.0,0.0
2020,4,East Dunbartonshire,392,30,0.0,0.0,0.0,0.0,0.0
2020,4,East Lothian,393,44,0.0,0.0,0.0,0.0,0.0
2020,4,East Renfrewshire,394,37,0.0,0.0,0.0,0.0,0.0
2020,4,Edinburgh,395,246,0.0,0.0,0.0,0.0,0.0
2020,4,Falkirk,396,137,0.0,0.0,0.0,0.0,0.0
2020,4,Fife,397,192,0.0,0.0,0.0,0.0,0.0
2020,4,Glasgow,398,628,1.0,0.0,4.0,5.0,0.2
2020,4,Highland,399,126,0.0,0.0,0.0,0.0,0.0
2020,4,Inverclyde,400,48,0.0,0.0,0.0,0.0,0.0
2020,4,Midlothian,401,58,0.0,0.0,0.0,0.0,0.0
2020,4,Moray,402,26,0.0,0.0,0.0,0.0,0.0
2020,4,North Ayrshire,403,95,0.0,0.0,0.0,0.0,0.0
2020,4,North Lanarkshire,404,268,0.0,1.0,0.0,1.0,0.0
2020,4,Orkney,405,5,0.0,0.0,0.0,0.0,0.0
2020,4,Perth and Kinross,406,47,0.0,0.0,0.0,0.0,0.0
2020,4,Renfrewshire,407,114,0.0,0.0,0.0,0.0,0.0
2020,4,Scottish Borders,408,53,0.0,0.0,0.0,0.0,0.0
2020,4,Shetland,409,1,0.0,0.0,0.0,0.0,0.0
2020,4,South Ayrshire,410,73,0.0,0.0,0.0,0.0,0.0
2020,4,South Lanarkshire,411,260,0.0,0.0,0.0,0.0,0.0
2020,4,Stirling,412,41,0.0,0.0,0.0,0.0,0.0
2020,4,West Dunbartonshire,413,67,0.0,0.0,0.0,0.0,0.0
2020,4,West Lothian,414,98,0.0,0.0,0.0,0.0,0.0
2020,4,Western Isles - Eilean Siar,415,13,0.0,0.0,0.0,0.0,0.0
2020,5,Aberdeen,416,165,0.0,0.0,0.0,0.0,0.0
2020,5,Aberdeenshire,417,65,0.0,0.0,0.0,0.0,0.0
2020,5,Angus,418,65,0.0,0.0,0.0,0.0,0.0
2020,5,Argyll and Bute,419,43,0.0,0.0,0.0,0.0,0.0
2020,5,Clackmannanshire,420,58,0.0,0.0,0.0,0.0,0.0
2020,5,Dumfries and Galloway,421,149,0.0,0.0,0.0,0.0,0.0
2020,5,Dundee,422,140,0.0,0.0,0.0,0.0,0.0
2020,5,East Ayrshire,423,95,0.0,0.0,0.0,0.0,0.0
2020,5,East Dunbartonshire,424,37,0.0,0.0,1.0,1.0,0.0
2020,5,East Lothian,425,55,0.0,0.0,0.0,0.0,0.0
2020,5,East Renfrewshire,426,32,0.0,0.0,0.0,0.0,0.0
2020,5,Edinburgh,427,311,0.0,0.0,0.0,0.0,0.0
2020,5,Falkirk,428,161,2.0,0.0,0.0,2.0,1.0
2020,5,Fife,429,267,0.0,2.0,0.0,2.0,0.0
2020,5,Glasgow,430,665,2.0,4.0,2.0,8.0,0.25
2020,5,Highland,431,122,1.0,1.0,0.0,2.0,0.5
2020,5,Inverclyde,432,47,0.0,0.0,0.0,0.0,0.0
2020,5,Midlothian,433,71,0.0,0.0,0.0,0.0,0.0
2020,5,Moray,434,47,0.0,0.0,0.0,0.0,0.0
2020,5,North Ayrshire,435,104,0.0,0.0,0.0,0.0,0.0
2020,5,North Lanarkshire,436,393,0.0,1.0,0.0,1.0,0.0
2020,5,Orkney,437,1,0.0,0.0,0.0,0.0,0.0
2020,5,Perth and Kinross,438,48,0.0,1.0,0.0,1.0,0.0
2020,5,Renfrewshire,439,112,0.0,0.0,0.0,0.0,0.0
2020,5,Scottish Borders,440,61,0.0,0.0,0.0,0.0,0.0
2020,5,Shetland,441,6,0.0,0.0,0.0,0.0,0.0
2020,5,South Ayrshire,442,64,0.0,0.0,0.0,0.0,0.0
2020,5,South Lanarkshire,443,314,0.0,0.0,0.0,0.0,0.0
2020,5,Stirling,444,72,0.0,1.0,0.0,1.0,0.0
2020,5,West Dunbartonshire,445,90,0.0,1.0,0.0,1.0,0.0
2020,5,West Lothian,446,99,0.0,0.0,0.0,0.0,0.0
2020,5,Western Isles - Eilean Siar,447,9,0.0,0.0,0.0,0.0,0.0
2020,6,Aberdeen,448,150,1.0,0.0,0.0,1.0,1.0
2020,6,Aberdeenshire,449,73,1.0,0.0,0.0,1.0,1.0
2020,6,Angus,450,49,0.0,0.0,0.0,0.0,0.0
2020,6,Argyll and Bute,451,58,0.0,0.0,0.0,0.0,0.0
2020,6,Clackmannanshire,452,45,0.0,0.0,0.0,0.0,0.0
2020,6,Dumfries and Galloway,453,142,0.0,0.0,0.0,0.0,0.0
2020,6,Dundee,454,131,1.0,1.0,0.0,2.0,0.5
2020,6,East Ayrshire,455,89,0.0,0.0,0.0,0.0,0.0
2020,6,East Dunbartonshire,456,46,2.0,0.0,0.0,2.0,1.0
2020,6,East Lothian,457,76,0.0,0.0,0.0,0.0,0.0
2020,6,East Renfrewshire,458,33,0.0,0.0,0.0,0.0,0.0
2020,6,Edinburgh,459,300,4.0,2.0,2.0,8.0,0.5
2020,6,Falkirk,460,145,0.0,0.0,0.0,0.0,0.0
2020,6,Fife,461,242,1.0,0.0,0.0,1.0,1.0
2020,6,Glasgow,462,773,9.0,8.0,2.0,19.0,0.47368421052631576
2020,6,Highland,463,109,1.0,1.0,0.0,2.0,0.5
2020,6,Inverclyde,464,79,1.0,0.0,0.0,1.0,1.0
2020,6,Midlothian,465,56,0.0,0.0,0.0,0.0,0.0
2020,6,Moray,466,34,0.0,0.0,0.0,0.0,0.0
2020,6,North Ayrshire,467,115,0.0,0.0,0.0,0.0,0.0
2020,6,North Lanarkshire,468,405,4.0,1.0,0.0,5.0,0.8
2020,6,Orkney,469,9,0.0,0.0,0.0,0.0,0.0
2020,6,Perth and Kinross,470,66,0.0,0.0,0.0,0.0,0.0
2020,6,Renfrewshire,471,134,0.0,0.0,0.0,0.0,0.0
2020,6,Scottish Borders,472,81,0.0,0.0,0.0,0.0,0.0
2020,6,Shetland,473,8,0.0,0.0,0.0,0.0,0.0
2020,6,South Ayrshire,474,92,1.0,0.0,0.0,1.0,1.0
2020,6,South Lanarkshire,475,279,0.0,2.0,0.0,2.0,0.0
2020,6,Stirling,476,76,0.0,0.0,0.0,0.0,0.0
2020,6,West Dunbartonshire,477,102,1.0,0.0,0.0,1.0,1.0
2020,6,West Lothian,478,113,0.0,0.0,0.0,0.0,0.0
2020,6,Western Isles - Eilean Siar,479,11,0.0,0.0,0.0,0.0,0.0
2020,7,Aberdeen,480,145,0.0,0.0,0.0,0.0,0.0
2020,7,Aberdeenshire,481,84,0.0,0.0,0.0,0.0,0.0
2020,7,Angus,482,44,0.0,0.0,0.0,0.0,0.0
2020,7,Argyll and Bute,483,58,0.0,0.0,0.0,0.0,0.0
2020,7,Clackmannanshire,484,44,0.0,0.0,0.0,0.0,0.0
2020,7,Dumfries and Galloway,485,159,0.0,0.0,0.0,0.0,0.0
2020,7,Dundee,486,103,0.0,0.0,0.0,0.0,0.0
2020,7,East Ayrshire,487,92,0.0,0.0,0.0,0.0,0.0
2020,7,East Dunbartonshire,488,37,0.0,0.0,0.0,0.0,0.0
2020,7,East Lothian,489,71,0.0,0.0,0.0,0.0,0.0
2020,7,East Renfrewshire,490,34,0.0,0.0,0.0,0.0,0.0
2020,7,Edinburgh,491,309,0.0,1.0,0.0,1.0,0.0
2020,7,Falkirk,492,133,0.0,0.0,0.0,0.0,0.0
2020,7,Fife,493,280,0.0,0.0,0.0,0.0,0.0
2020,7,Glasgow,494,664,0.0,0.0,0.0,0.0,0.0
2020,7,Highland,495,122,0.0,0.0,0.0,0.0,0.0
2020,7,Inverclyde,496,49,0.0,0.0,0.0,0.0,0.0
2020,7,Midlothian,497,51,0.0,0.0,0.0,0.0,0.0
2020,7,Moray,498,57,0.0,0.0,0.0,0.0,0.0
2020,7,North Ayrshire,499,111,0.0,0.0,0.0,0.0,0.0
2020,7,North Lanarkshire,500,374,0.0,0.0,0.0,0.0,0.0
2020,7,Orkney,501,3,0.0,0.0,0.0,0.0,0.0
2020,7,Perth and Kinross,502,70,0.0,0.0,0.0,0.0,0.0
2020,7,Renfrewshire,503,127,0.0,0.0,0.0,0.0,0.0
2020,7,Scottish Borders,504,69,0.0,0.0,0.0,0.0,0.0
2020,7,Shetland,505,7,0.0,0.0,0.0,0.0,0.0
2020,7,South Ayrshire,506,75,0.0,0.0,0.0,0.0,0.0
2020,7,South Lanarkshire,507,258,0.0,0.0,0.0,0.0,0.0
2020,7,Stirling,508,68,0.0,0.0,0.0,0.0,0.0
2020,7,West Dunbartonshire,509,80,0.0,0.0,0.0,0.0,0.0
2020,7,West Lothian,510,117,0.0,0.0,0.0,0.0,0.0
2020,7,Western Isles - Eilean Siar,511,8,0.0,0.0,0.0,0.0,0.0
2020,8,Aberdeen,512,135,0.0,0.0,0.0,0.0,0.0
2020,8,Aberdeenshire,513,91,1.0,0.0,0.0,1.0,1.0
2020,8,Angus,514,59,1.0,0.0,0.0,1.0,1.0
2020,8,Argyll and Bute,515,65,0.0,0.0,0.0,0.0,0.0
2020,8,Clackmannanshire,516,45,0.0,0.0,0.0,0.0,0.0
2020,8,Dumfries and Galloway,517,154,0.0,0.0,0.0,0.0,0.0
2020,8,Dundee,518,130,0.0,0.0,1.0,1.0,0.0
2020,8,East Ayrshire,519,89,0.0,0.0,0.0,0.0,0.0
2020,8,East Dunbartonshire,520,57,0.0,1.0,0.0,1.0,0.0
2020,8,East Lothian,521,44,0.0,0.0,0.0,0.0,0.0
2020,8,East Renfrewshire,522,41,0.0,0.0,0.0,0.0,0.0
2020,8,Edinburgh,523,276,1.0,0.0,0.0,1.0,1.0
2020,8,Falkirk,524,131,0.0,0.0,0.0,0.0,0.0
2020,8,Fife,525,290,2.0,0.0,1.0,3.0,0.6666666666666666
2020,8,Glasgow,526,695,3.0,8.0,0.0,11.0,0.2727272727272727
2020,8,Highland,527,136,3.0,0.0,0.0,3.0,1.0
2020,8,Inverclyde,528,52,0.0,0.0,0.0,0.0,0.0
2020,8,Midlothian,529,59,0.0,0.0,0.0,0.0,0.0
2020,8,Moray,530,42,0.0,0.0,0.0,0.0,0.0
2020,8,North Ayrshire,531,147,0.0,0.0,0.0,0.0,0.0
2020,8,North Lanarkshire,532,392,0.0,0.0,0.0,0.0,0.0
2020,8,Orkney,533,9,0.0,1.0,0.0,1.0,0.0
2020,8,Perth and Kinross,534,76,0.0,0.0,0.0,0.0,0.0
2020,8,Renfrewshire,535,141,1.0,0.0,0.0,1.0,1.0
2020,8,Scottish Borders,536,77,1.0,0.0,0.0,1.0,1.0
2020,8,Shetland,537,3,0.0,0.0,0.0,0.0,0.0
2020,8,South Ayrshire,538,86,0.0,0.0,0.0,0.0,0.0
2020,8,South Lanarkshire,539,283,0.0,0.0,0.0,0.0,0.0
2020,8,Stirling,540,69,0.0,0.0,0.0,0.0,0.0
2020,8,West Dunbartonshire,541,80,0.0,0.0,0.0,0.0,0.0
2020,8,West Lothian,542,81,0.0,0.0,0.0,0.0,0.0
2020,8,Western Isles - Eilean Siar,543,3,0.0,0.0,0.0,0.0,0.0
2020,9,Aberdeen,544,111,0.0,0.0,0.0,0.0,0.0
2020,9,Aberdeenshire,545,47,0.0,0.0,0.0,0.0,0.0
2020,9,Angus,546,46,0.0,0.0,0.0,0.0,0.0
2020,9,Argyll and Bute,547,42,0.0,0.0,0.0,0.0,0.0
2020,9,Clackmannanshire,548,41,0.0,0.0,0.0,0.0,0.0
2020,9,Dumfries and Galloway,549,143,0.0,0.0,0.0,0.0,0.0
2020,9,Dundee,550,109,0.0,0.0,0.0,0.0,0.0
2020,9,East Ayrshire,551,84,0.0,0.0,0.0,0.0,0.0
2020,9,East Dunbartonshire,552,33,0.0,0.0,0.0,0.0,0.0
2020,9,East Lothian,553,70,0.0,1.0,0.0,1.0,0.0
2020,9,East Renfrewshire,554,29,0.0,0.0,0.0,0.0,0.0
2020,9,Edinburgh,555,263,1.0,1.0,0.0,2.0,0.5
2020,9,Falkirk,556,131,0.0,0.0,0.0,0.0,0.0
2020,9,Fife,557,278,0.0,0.0,0.0,0.0,0.0
2020,9,Glasgow,558,622,4.0,3.0,3.0,10.0,0.4
2020,9,Highland,559,85,0.0,1.0,0.0,1.0,0.0
2020,9,Inverclyde,560,44,0.0,1.0,0.0,1.0,0.0
2020,9,Midlothian,561,57,0.0,0.0,0.0,0.0,0.0
2020,9,Moray,562,30,0.0,0.0,0.0,0.0,0.0
2020,9,North Ayrshire,563,123,0.0,0.0,0.0,0.0,0.0
2020,9,North Lanarkshire,564,246,0.0,1.0,0.0,1.0,0.0
2020,9,Orkney,565,1,0.0,0.0,0.0,0.0,0.0
2020,9,Perth and Kinross,566,60,0.0,0.0,0.0,0.0,0.0
2020,9,Renfrewshire,567,106,1.0,0.0,0.0,1.0,1.0
2020,9,Scottish Borders,568,66,1.0,2.0,1.0,4.0,0.25
2020,9,Shetland,569,4,0.0,0.0,0.0,0.0,0.0
2020,9,South Ayrshire,570,85,1.0,1.0,2.0,4.0,0.25
2020,9,South Lanarkshire,571,256,1.0,1.0,1.0,3.0,0.3333333333333333
2020,9,Stirling,572,52,0.0,0.0,0.0,0.0,0.0
2020,9,West Dunbartonshire,573,67,0.0,0.0,0.0,0.0,0.0
2020,9,West Lothian,574,120,0.0,1.0,0.0,1.0,0.0
2020,9,Western Isles - Eilean Siar,575,12,0.0,0.0,0.0,0.0,0.0
2020,10,Aberdeen,576,103,0.0,0.0,0.0,0.0,0.0
2020,10,Aberdeenshire,577,57,0.0,0.0,0.0,0.0,0.0
2020,10,Angus,578,41,0.0,0.0,0.0,0.0,0.0
2020,10,Argyll and Bute,579,54,0.0,0.0,0.0,0.0,0.0
2020,10,Clackmannanshire,580,31,0.0,0.0,0.0,0.0,0.0
2020,10,Dumfries and Galloway,581,128,0.0,0.0,0.0,0.0,0.0
2020,10,Dundee,582,110,0.0,0.0,0.0,0.0,0.0
2020,10,East Ayrshire,583,83,0.0,0.0,0.0,0.0,0.0
2020,10,East Dunbartonshire,584,41,0.0,0.0,0.0,0.0,0.0
2020,10,East Lothian,585,50,0.0,0.0,0.0,0.0,0.0
2020,10,East Renfrewshire,586,18,0.0,0.0,0.0,0.0,0.0
2020,10,Edinburgh,587,294,0.0,1.0,0.0,1.0,0.0
2020,10,Falkirk,588,113,0.0,0.0,0.0,0.0,0.0
2020,10,Fife,589,255,1.0,0.0,1.0,2.0,0.5
2020,10,Glasgow,590,562,3.0,4.0,1.0,8.0,0.375
2020,10,Highland,591,86,0.0,1.0,1.0,2.0,0.0
2020,10,Inverclyde,592,54,0.0,0.0,0.0,0.0,0.0
2020,10,Midlothian,593,33,3.0,5.0,0.0,8.0,0.375
2020,10,Moray,594,32,0.0,0.0,0.0,0.0,0.0
2020,10,North Ayrshire,595,76,0.0,0.0,0.0,0.0,0.0
2020,10,North Lanarkshire,596,286,2.0,0.0,1.0,3.0,0.6666666666666666
2020,10,Orkney,597,3,2.0,0.0,0.0,2.0,1.0
2020,10,Perth and Kinross,598,60,0.0,0.0,0.0,0.0,0.0
2020,10,Renfrewshire,599,101,0.0,0.0,0.0,0.0,0.0
2020,10,Scottish Borders,600,47,0.0,0.0,0.0,0.0,0.0
2020,10,Shetland,601,4,0.0,0.0,0.0,0.0,0.0
2020,10,South Ayrshire,602,62,0.0,0.0,0.0,0.0,0.0
2020,10,South Lanarkshire,603,222,0.0,0.0,0.0,0.0,0.0
2020,10,Stirling,604,47,0.0,0.0,0.0,0.0,0.0
2020,10,West Dunbartonshire,605,73,0.0,0.0,0.0,0.0,0.0
2020,10,West Lothian,606,97,0.0,0.0,0.0,0.0,0.0
2020,10,Western Isles - Eilean Siar,607,7,0.0,0.0,0.0,0.0,0.0
2020,11,Aberdeen,608,99,0.0,0.0,0.0,0.0,0.0
2020,11,Aberdeenshire,609,76,1.0,0.0,0.0,1.0,1.0
2020,11,Angus,610,47,0.0,0.0,0.0,0.0,0.0
2020,11,Argyll and Bute,611,48,0.0,0.0,0.0,0.0,0.0
2020,11,Clackmannanshire,612,36,1.0,0.0,0.0,1.0,1.0
2020,11,Dumfries and Galloway,613,125,0.0,0.0,0.0,0.0,0.0
2020,11,Dundee,614,115,0.0,0.0,0.0,0.0,0.0
2020,11,East Ayrshire,615,88,0.0,0.0,0.0,0.0,0.0
2020,11,East Dunbartonshire,616,47,0.0,0.0,0.0,0.0,0.0
2020,11,East Lothian,617,44,0.0,0.0,0.0,0.0,0.0
2020,11,East Renfrewshire,618,20,0.0,1.0,0.0,1.0,0.0
2020,11,Edinburgh,619,256,1.0,2.0,0.0,3.0,0.3333333333333333
2020,11,Falkirk,620,116,0.0,0.0,0.0,0.0,0.0
2020,11,Fife,621,260,1.0,0.0,0.0,1.0,1.0
2020,11,Glasgow,622,579,11.0,16.0,6.0,33.0,0.3333333333333333
2020,11,Highland,623,92,0.0,1.0,0.0,1.0,0.0
2020,11,Inverclyde,624,53,0.0,0.0,0.0,0.0,0.0
2020,11,Midlothian,625,55,0.0,0.0,0.0,0.0,0.0
2020,11,Moray,626,44,0.0,0.0,0.0,0.0,0.0
2020,11,North Ayrshire,627,98,0.0,0.0,0.0,0.0,0.0
2020,11,North Lanarkshire,628,259,8.0,2.0,1.0,11.0,0.7272727272727273
2020,11,Orkney,629,2,0.0,0.0,0.0,0.0,0.0
2020,11,Perth and Kinross,630,49,0.0,0.0,0.0,0.0,0.0
2020,11,Renfrewshire,631,109,1.0,0.0,0.0,1.0,1.0
2020,11,Scottish Borders,632,55,1.0,0.0,0.0,1.0,1.0
2020,11,Shetland,633,4,0.0,0.0,0.0,0.0,0.0
2020,11,South Ayrshire,634,58,0.0,0.0,0.0,0.0,0.0
2020,11,South Lanarkshire,635,235,2.0,0.0,0.0,2.0,1.0
2020,11,Stirling,636,33,0.0,0.0,0.0,0.0,0.0
2020,11,West Dunbartonshire,637,78,0.0,1.0,0.0,1.0,0.0
2020,11,West Lothian,638,128,0.0,0.0,0.0,0.0,0.0
2020,11,Western Isles - Eilean Siar,639,6,0.0,0.0,0.0,0.0,0.0
2020,12,Aberdeen,640,108,8.0,8.0,2.0,18.0,0.4444444444444444
2020,12,Aberdeenshire,641,49,0.0,0.0,0.0,0.0,0.0
2020,12,Angus,642,42,0.0,0.0,0.0,0.0,0.0
2020,12,Argyll and Bute,643,55,0.0,0.0,0.0,0.0,0.0
2020,12,Clackmannanshire,644,46,0.0,1.0,1.0,2.0,0.0
2020,12,Dumfries and Galloway,645,111,0.0,0.0,0.0,0.0,0.0
2020,12,Dundee,646,97,0.0,0.0,1.0,1.0,0.0
2020,12,East Ayrshire,647,99,0.0,0.0,0.0,0.0,0.0
2020,12,East Dunbartonshire,648,25,0.0,0.0,0.0,0.0,0.0
2020,12,East Lothian,649,57,0.0,0.0,0.0,0.0,0.0
2020,12,East Renfrewshire,650,24,0.0,0.0,0.0,0.0,0.0
2020,12,Edinburgh,651,248,1.0,2.0,0.0,3.0,0.3333333333333333
2020,12,Falkirk,652,105,1.0,0.0,0.0,1.0,1.0
2020,12,Fife,653,241,1.0,1.0,0.0,2.0,0.5
2020,12,Glasgow,654,479,16.0,9.0,5.0,30.0,0.5333333333333333
2020,12,Highland,655,101,0.0,1.0,0.0,1.0,0.0
2020,12,Inverclyde,656,48,0.0,0.0,1.0,1.0,0.0
2020,12,Midlothian,657,63,0.0,0.0,0.0,0.0,0.0
2020,12,Moray,658,35,0.0,0.0,0.0,0.0,0.0
2020,12,North Ayrshire,659,105,1.0,0.0,0.0,1.0,1.0
2020,12,North Lanarkshire,660,265,2.0,0.0,0.0,2.0,1.0
2020,12,Orkney,661,1,0.0,0.0,0.0,0.0,0.0
2020,12,Perth and Kinross,662,41,0.0,0.0,0.0,0.0,0.0
2020,12,Renfrewshire,663,115,0.0,0.0,0.0,0.0,0.0
2020,12,Scottish Borders,664,60,5.0,3.0,2.0,10.0,0.5
2020,12,Shetland,665,2,0.0,0.0,0.0,0.0,0.0
2020,12,South Ayrshire,666,55,0.0,2.0,0.0,2.0,0.0
2020,12,South Lanarkshire,667,230,0.0,0.0,0.0,0.0,0.0
2020,12,Stirling,668,30,0.0,0.0,0.0,0.0,0.0
2020,12,West Dunbartonshire,669,71,1.0,0.0,0.0,1.0,1.0
2020,12,West Lothian,670,69,1.0,0.0,0.0,1.0,1.0
2020,12,Western Isles - Eilean Siar,671,13,0.0,0.0,0.0,0.0,0.0
2021,1,Aberdeen,672,135,0.0,0.0,0.0,0.0,0.0
2021,1,Aberdeenshire,673,45,0.0,0.0,0.0,0.0,0.0
2021,1,Angus,674,40,0.0,0.0,0.0,0.0,0.0
2021,1,Argyll and Bute,675,29,0.0,0.0,0.0,0.0,0.0
2021,1,Clackmannanshire,676,28,0.0,0.0,0.0,0.0,0.0
2021,1,Dumfries and Galloway,677,115,0.0,0.0,0.0,0.0,0.0
2021,1,Dundee,678,108,0.0,0.0,0.0,0.0,0.0
2021,1,East Ayrshire,679,67,0.0,0.0,0.0,0.0,0.0
2021,1,East Dunbartonshire,680,29,0.0,0.0,0.0,0.0,0.0
2021,1,East Lothian,681,42,0.0,0.0,0.0,0.0,0.0
2021,1,East Renfrewshire,682,15,0.0,0.0,0.0,0.0,0.0
2021,1,Edinburgh,683,250,0.0,0.0,0.0,0.0,0.0
2021,1,Falkirk,684,111,0.0,1.0,0.0,1.0,0.0
2021,1,Fife,685,172,0.0,0.0,0.0,0.0,0.0
2021,1,Glasgow,686,508,3.0,5.0,2.0,10.0,0.3
2021,1,Highland,687,83,0.0,0.0,0.0,0.0,0.0
2021,1,Inverclyde,688,36,0.0,0.0,0.0,0.0,0.0
2021,1,Midlothian,689,48,0.0,0.0,0.0,0.0,0.0
2021,1,Moray,690,22,0.0,0.0,0.0,0.0,0.0
2021,1,North Ayrshire,691,107,0.0,1.0,0.0,1.0,0.0
2021,1,North Lanarkshire,692,263,0.0,0.0,0.0,0.0,0.0
2021,1,Orkney,693,4,0.0,0.0,0.0,0.0,0.0
2021,1,Perth and Kinross,694,40,0.0,0.0,0.0,0.0,0.0
2021,1,Renfrewshire,695,93,0.0,0.0,0.0,0.0,0.0
2021,1,Scottish Borders,696,53,0.0,0.0,0.0,0.0,0.0
2021,1,Shetland,697,6,0.0,0.0,0.0,0.0,0.0
2021,1,South Ayrshire,698,64,0.0,0.0,0.0,0.0,0.0
2021,1,South Lanarkshire,699,223,0.0,1.0,0.0,1.0,0.0
2021,1,Stirling,700,24,0.0,0.0,0.0,0.0,0.0
2021,1,West Dunbartonshire,701,74,0.0,0.0,0.0,0.0,0.0
2021,1,West Lothian,702,93,0.0,0.0,0.0,0.0,0.0
2021,1,Western Isles - Eilean Siar,703,10,0.0,0.0,0.0,0.0,0.0
2021,2,Aberdeen,704,98,0.0,0.0,0.0,0.0,0.0
2021,2,Aberdeenshire,705,43,0.0,0.0,0.0,0.0,0.0
2021,2,Angus,706,31,0.0,0.0,0.0,0.0,0.0
2021,2,Argyll and Bute,707,24,0.0,0.0,0.0,0.0,0.0
2021,2,Clackmannanshire,708,20,0.0,0.0,0.0,0.0,0.0
2021,2,Dumfries and Galloway,709,78,0.0,0.0,0.0,0.0,0.0
2021,2,Dundee,710,79,1.0,0.0,0.0,1.0,1.0
2021,2,East Ayrshire,711,65,0.0,0.0,0.0,0.0,0.0
2021,2,East Dunbartonshire,712,30,0.0,0.0,0.0,0.0,0.0
2021,2,East Lothian,713,28,0.0,0.0,0.0,0.0,0.0
2021,2,East Renfrewshire,714,8,0.0,0.0,0.0,0.0,0.0
2021,2,Edinburgh,715,198,6.0,0.0,0.0,6.0,1.0
2021,2,Falkirk,716,72,0.0,0.0,0.0,0.0,0.0
2021,2,Fife,717,188,0.0,0.0,0.0,0.0,0.0
2021,2,Glasgow,718,458,3.0,2.0,0.0,5.0,0.6
2021,2,Highland,719,79,0.0,0.0,0.0,0.0,0.0
2021,2,Inverclyde,720,47,0.0,0.0,0.0,0.0,0.0
2021,2,Midlothian,721,40,1.0,0.0,0.0,1.0,1.0
2021,2,Moray,722,26,0.0,0.0,0.0,0.0,0.0
2021,2,North Ayrshire,723,86,0.0,0.0,0.0,0.0,0.0
2021,2,North Lanarkshire,724,258,0.0,0.0,0.0,0.0,0.0
2021,2,Orkney,725,7,0.0,0.0,0.0,0.0,0.0
2021,2,Perth and Kinross,726,36,0.0,0.0,0.0,0.0,0.0
2021,2,Renfrewshire,727,85,0.0,0.0,0.0,0.0,0.0
2021,2,Scottish Borders,728,58,1.0,1.0,0.0,2.0,0.5
2021,2,Shetland,729,8,0.0,0.0,0.0,0.0,0.0
2021,2,South Ayrshire,730,61,0.0,0.0,0.0,0.0,0.0
2021,2,South Lanarkshire,731,221,0.0,0.0,0.0,0.0,0.0
2021,2,Stirling,732,33,0.0,0.0,0.0,0.0,0.0
2021,2,West Dunbartonshire,733,55,0.0,0.0,0.0,0.0,0.0
2021,2,West Lothian,734,82,0.0,0.0,0.0,0.0,0.0
2021,2,Western Isles - Eilean Siar,735,5,0.0,0.0,0.0,0.0,0.0
2021,3,Aberdeen,736,116,0.0,0.0,1.0,1.0,0.0
2021,3,Aberdeenshire,737,44,0.0,0.0,0.0,0.0,0.0
2021,3,Angus,738,51,0.0,0.0,0.0,0.0,0.0
2021,3,Argyll and Bute,739,49,0.0,0.0,0.0,0.0,0.0
2021,3,Clackmannanshire,740,34,0.0,0.0,0.0,0.0,0.0
2021,3,Dumfries and Galloway,741,112,1.0,0.0,0.0,1.0,1.0
2021,3,Dundee,742,136,1.0,0.0,0.0,1.0,1.0
2021,3,East Ayrshire,743,81,0.0,0.0,0.0,0.0,0.0
2021,3,East Dunbartonshire,744,28,0.0,0.0,1.0,1.0,0.0
2021,3,East Lothian,745,57,0.0,0.0,0.0,0.0,0.0
2021,3,East Renfrewshire,746,21,0.0,0.0,0.0,0.0,0.0
2021,3,Edinburgh,747,233,10.0,4.0,4.0,18.0,0.5555555555555556
2021,3,Falkirk,748,97,2.0,0.0,0.0,2.0,1.0
2021,3,Fife,749,194,0.0,0.0,0.0,0.0,0.0
2021,3,Glasgow,750,532,26.0,13.0,4.0,43.0,0.6046511627906976
2021,3,Highland,751,60,0.0,0.0,0.0,0.0,0.0
2021,3,Inverclyde,752,47,0.0,1.0,0.0,1.0,0.0
2021,3,Midlothian,753,48,0.0,0.0,0.0,0.0,0.0
2021,3,Moray,754,38,1.0,1.0,0.0,2.0,0.5
2021,3,North Ayrshire,755,110,0.0,0.0,0.0,0.0,0.0
2021,3,North Lanarkshire,756,311,1.0,0.0,1.0,2.0,0.5
2021,3,Orkney,757,2,0.0,0.0,0.0,0.0,0.0
